date,sector,n_quoted,median_return,mean_return,share_declining,n_return_securities,log_mean_return,mean_return_index
1869-01-31,Listed financial institutions,200,,,,,0.0,100.0
1869-02-28,Listed financial institutions,202,0.0,-0.0014323574241578072,0.31088082901554404,193.0,-0.001433384228670914,99.85676425758422
1869-03-31,Listed financial institutions,204,0.0,-0.0033440267034610025,0.28717948717948716,195.0,-0.003349630456979562,99.52284057138566
1869-04-30,Listed financial institutions,207,0.0,-0.004215412232182275,0.3177083333333333,192.0,-0.004224322130404256,99.1033107718595
1869-05-31,Listed financial institutions,188,0.0,-0.0017838575906412657,0.32085561497326204,187.0,-0.0017854505592944752,98.92652457868144
1869-06-30,Listed financial institutions,187,0.0,0.008707835217610078,0.25806451612903225,186.0,0.008670140687634182,99.78796045336345
1869-07-31,Listed financial institutions,192,0.0,0.029635542941725046,0.31351351351351353,185.0,0.02920489782061139,102.74523084044627
1869-08-31,Listed financial institutions,202,0.0,-6.426198640199004e-05,0.33505154639175255,194.0,-6.426405129190129e-05,102.73862822781912
1869-09-30,Listed financial institutions,212,0.0,0.006913241929106358,0.3316831683168317,202.0,0.006889455038879556,103.44888522022255
1869-10-31,Listed financial institutions,203,0.0,0.010818639518852795,0.26865671641791045,201.0,0.010760536724813823,104.56806141804734
1869-11-30,Listed financial institutions,199,0.0,0.009641436267188228,0.2474747474747475,198.0,0.009595254224079128,105.57624771779285
1869-12-31,Listed financial institutions,208,0.0,0.009014000678459458,0.22596153846153846,208.0,0.008973617071496756,106.52791208635024
1870-01-31,Listed financial institutions,190,0.00746268656716409,0.047201435765170725,0.164021164021164,189.0,0.04612130666415136,111.55618248589185
1870-02-28,Listed financial institutions,206,0.0,0.0047145820602828,0.30049261083743845,203.0,0.0047035032260170214,112.08212326255347
1870-03-31,Listed financial institutions,188,0.0,0.02093589654929683,0.22872340425531915,188.0,0.020719752245061406,114.42866300020383
1870-04-30,Listed financial institutions,186,0.0,0.0028074759010876696,0.2826086956521739,184.0,0.002803542301224734,114.74991871397057
1870-05-31,Listed financial institutions,180,0.0,0.020817584592482927,0.18994413407821228,179.0,0.02060385974575717,117.13873485377921
1870-06-30,Listed financial institutions,194,0.0,0.008132431516442506,0.19170984455958548,193.0,0.008099541492179629,118.09135759290028
1870-07-31,Listed financial institutions,180,0.0,-0.026544082793219723,0.4860335195530726,179.0,-0.0269027379822563,114.95673081979061
1870-08-31,Listed financial institutions,194,0.0,-0.010484834514675745,0.4421052631578947,190.0,-0.010540187644307742,113.75142852079698
1870-09-30,Listed financial institutions,205,0.0,0.015150890614565154,0.2549019607843137,204.0,0.015037262148848287,115.47486397156612
1870-10-31,Listed financial institutions,190,0.0,0.005371375742354504,0.22105263157894736,190.0,0.0053570013541904766,116.09512285475468
1870-11-30,Listed financial institutions,192,0.0,0.001998382096204164,0.27225130890052357,191.0,0.0019963879869225255,116.32712526972423
1870-12-31,Listed financial institutions,206,0.0,0.005059953348026162,0.2,205.0,0.005047194804408837,116.91573509669904
1871-01-31,Listed financial institutions,209,0.0,0.011840589045852933,0.24271844660194175,206.0,0.011771037751905527,118.30008626897286
1871-02-28,Listed financial institutions,209,0.0,0.007806338400440992,0.27184466019417475,206.0,0.007776026588144041,119.22357677518983
1871-03-31,Listed financial institutions,202,0.0,0.008162719205432637,0.23618090452261306,199.0,0.008129584404281624,120.19676535507303
1871-04-30,Listed financial institutions,203,0.0,0.017737903073510964,0.15270935960591134,203.0,0.01758242237945144,122.32880392869086
1871-05-31,Listed financial institutions,184,0.0,0.009771983306639583,0.18579234972677597,183.0,0.00972454626340881,123.52419895860321
1871-06-30,Listed financial institutions,189,0.0,0.012520775972717819,0.19047619047619047,189.0,0.012443039267262994,125.07081778097331
1871-07-31,Listed financial institutions,194,0.011230002622606872,0.01719053376474271,0.203125,192.0,0.017044448353376915,127.2208518970211
1871-08-31,Listed financial institutions,192,0.0,0.014788373948575843,0.24607329842931938,191.0,0.014680092182069806,129.10224142893065
1871-09-30,Listed financial institutions,194,0.010000000000000009,0.025565307226770684,0.14507772020725387,193.0,0.025243979805158342,132.40277989472597
1871-10-31,Listed financial institutions,191,0.0,-0.002991664527683436,0.33507853403141363,191.0,-0.002996148501269459,132.00667519474825
1871-11-30,Listed financial institutions,207,0.0,0.013225309982255438,0.19806763285024154,207.0,0.013138619076429244,133.7525043939257
1871-12-31,Listed financial institutions,204,0.0,0.017851506746499376,0.13366336633663367,202.0,0.01769403985256101,136.14018812847505
1872-01-31,Listed financial institutions,199,0.013698630136986356,0.040044537243010346,0.16080402010050251,199.0,0.03926353650847367,141.59185896225623
1872-02-29,Listed financial institutions,209,0.0,-0.0021601991300407744,0.45145631067961167,206.0,-0.0021625357257960237,141.2859923517051
1872-03-31,Listed financial institutions,206,0.0,0.011639907031698949,0.23414634146341465,205.0,0.011572684454010173,142.93054816756026
1872-04-30,Listed financial institutions,188,0.0,0.0014024407192564955,0.27956989247311825,186.0,0.0014014582177637714,143.1309997883361
1872-05-31,Listed financial institutions,207,0.0,0.011617645715157868,0.1791044776119403,201.0,0.011550679033581365,144.79384503473332
1872-06-30,Listed financial institutions,202,0.0,0.009973242049801568,0.19796954314720813,197.0,0.009923837482223382,146.2379090985862
1872-07-31,Listed financial institutions,214,0.0,0.008690658833700952,0.3915094339622642,212.0,0.008653112436686055,147.50881287511578
1872-08-31,Listed financial institutions,214,0.0,0.004519533610362669,0.38497652582159625,213.0,0.0045093511866786656,148.17548391272953
1872-09-30,Listed financial institutions,228,0.0,-0.003032440037394689,0.3377777777777778,225.0,-0.0030370472000052755,147.72615064275226
1872-10-31,Listed financial institutions,215,0.0,0.0034229775870090393,0.2676056338028169,213.0,0.003417132533754844,148.2318139454175
1872-11-30,Listed financial institutions,202,0.0,0.0012984935801479372,0.3147208121827411,197.0,0.0012976512664395435,148.42429200419934
1872-12-31,Listed financial institutions,218,0.0,0.0006525720203118596,0.24537037037037038,216.0,0.0006523591877783501,148.52114954429587
1873-01-31,Listed financial institutions,205,0.0,0.02033341793566567,0.2857142857142857,203.0,0.020129454211528546,151.54109215026554
1873-02-28,Listed financial institutions,220,0.0,0.0075467760183612126,0.43577981651376146,218.0,0.0075184415707513965,152.68473883030143
1873-03-31,Listed financial institutions,226,0.0,0.0039763600486362695,0.34375,224.0,0.003968475224040932,153.2918683258227
1873-04-30,Listed financial institutions,226,0.0,0.004633719052214627,0.27802690582959644,223.0,0.0046230164253294,154.00217977663365
1873-05-31,Listed financial institutions,223,0.0,0.003684315029437673,0.2825112107623318,223.0,0.003677544565405456,154.56957232215086
1873-06-30,Listed financial institutions,222,0.0,-0.0007406791338665853,0.2465753424657534,219.0,-0.0007409535721784464,154.45508586520117
1873-07-31,Listed financial institutions,198,0.0,-0.00269274586483613,0.39086294416243655,197.0,-0.0026963778264139284,154.03917757143472
1873-08-31,Listed financial institutions,209,0.0,0.010858270614887129,0.3170731707317073,205.0,0.010799742886630043,155.7117766468
1873-09-30,Listed financial institutions,214,0.0,0.005347147858877093,0.24528301886792453,212.0,0.005332902622126089,156.5443905398989
1873-10-31,Listed financial institutions,216,0.0,-0.0027101519784288645,0.29906542056074764,214.0,-0.00271383108910478,156.12013145016525
1873-11-30,Listed financial institutions,212,0.0,-0.00030498197466058446,0.3142857142857143,210.0,-0.00030502849112104677,156.07251762419133
1873-12-31,Listed financial institutions,211,0.0,0.006809928608544286,0.18009478672985782,211.0,0.0067868457804032434,157.13536032696783
1874-01-31,Listed financial institutions,213,0.0,0.019414739815639237,0.24761904761904763,210.0,0.019228678124389456,160.18610246355263
1874-02-28,Listed financial institutions,223,0.0,0.0005664833085378917,0.29493087557603687,217.0,0.0005663229174381944,160.27684521685796
1874-03-31,Listed financial institutions,223,0.0,0.003346692569649746,0.24434389140271492,221.0,0.003341104857504302,160.81324254383213
1874-04-30,Listed financial institutions,221,0.0,0.004235534154432263,0.28054298642533937,221.0,0.004226589527599278,161.49437252511152
1874-05-31,Listed financial institutions,219,0.0,0.010579345508938808,0.1935483870967742,217.0,0.010523775816962701,163.20287728980395
1874-06-30,Listed financial institutions,215,0.0,0.00683097991353331,0.215962441314554,213.0,0.006807754478573506,164.31771286640145
1874-07-31,Listed financial institutions,218,0.0,0.01566005318867595,0.2616822429906542,214.0,0.015538699849224173,166.89093698973087
1874-08-31,Listed financial institutions,236,0.0,0.004523674277496688,0.28205128205128205,234.0,0.004513473215630326,167.64589722853864
1874-09-30,Listed financial institutions,228,0.0,0.010181744985877348,0.1902654867256637,226.0,0.010130260195484702,169.35282500204823
1874-10-31,Listed financial institutions,229,0.0,0.006942843400477678,0.21145374449339208,227.0,0.006918852841025489,170.52861514546592
1874-11-30,Listed financial institutions,227,0.0,0.004486605674947525,0.17333333333333334,225.0,0.004476570863339478,171.29370979791852
1874-12-31,Listed financial institutions,225,0.0,0.0036973173018701273,0.26222222222222225,225.0,0.0036904990253080667,171.9270369948559
1875-01-31,Listed financial institutions,242,0.0,0.015026871771526642,0.25416666666666665,240.0,0.014915086795053633,174.51056253383612
1875-02-28,Listed financial institutions,255,0.0,0.005307958469923825,0.2874015748031496,254.0,0.005293920910309999,175.43685735232876
1875-03-31,Listed financial institutions,245,0.0,0.011816897352249561,0.1673469387755102,245.0,0.01174762302509163,177.50997668746248
1875-04-30,Listed financial institutions,234,0.0,0.016997901949175963,0.16738197424892703,233.0,0.016855054084133656,180.52727386619648
1875-05-31,Listed financial institutions,238,0.0,0.0024707940744388376,0.24472573839662448,237.0,0.002467746681381318,180.97331958473967
1875-06-30,Listed financial institutions,244,0.0,-0.008356442561305686,0.38114754098360654,244.0,-0.008391553365210991,179.46102643450098
1875-07-31,Listed financial institutions,250,0.0,0.005862893533668249,0.284,250.0,0.00584577365546586,180.5131873259293
1875-08-31,Listed financial institutions,250,0.0,-0.0017892366512887571,0.2886178861788618,246.0,-0.0017908392470866404,180.19020651512477
1875-09-30,Listed financial institutions,241,0.0,0.001685170930014809,0.2384937238493724,239.0,0.001683752622653122,180.49385781301743
1875-10-31,Listed financial institutions,246,0.0,0.019023572556905066,0.23045267489711935,243.0,0.01884488700237083,183.92749581319907
1875-11-30,Listed financial institutions,242,0.0,0.002396765695777814,0.2644628099173554,242.0,0.002393898034039095,184.36832692567447
1875-12-31,Listed financial institutions,244,0.0,0.020035478000925304,0.1762295081967213,244.0,0.019837409045136006,188.0622344838612
1876-01-31,Listed financial institutions,246,0.0,0.012326202255740232,0.1836734693877551,245.0,0.012250853171554459,190.38032762277575
1876-02-29,Listed financial institutions,257,0.0,0.009023404921002552,0.29411764705882354,255.0,0.00898293725804738,192.09820640790915
1876-03-31,Listed financial institutions,248,0.0,-0.01308496399499292,0.32926829268292684,246.0,-0.013171326328983511,189.58460829355897
1876-04-30,Listed financial institutions,237,0.0,-0.006734172590858112,0.3276595744680851,235.0,-0.006756949444198342,188.30791282073992
1876-05-31,Listed financial institutions,245,0.0,-0.00862811561542298,0.2897959183673469,245.0,-0.008665553304986732,186.68317037762355
1876-06-30,Listed financial institutions,242,0.0,-0.0014324718276901174,0.2768595041322314,242.0,-0.0014334987963115883,186.41575199535373
1876-07-31,Listed financial institutions,243,0.0,0.007579413937319811,0.2674897119341564,243.0,0.007550834498920495,187.8286741441633
1876-08-31,Listed financial institutions,256,0.0,0.026108333545197874,0.26666666666666666,255.0,0.025773329425211006,192.7325678180714
1876-09-30,Listed financial institutions,251,0.0,0.009268520265591013,0.17928286852589642,251.0,0.009225831105795295,194.51891352873258
1876-10-31,Listed financial institutions,248,0.0,0.002160960442401521,0.22950819672131148,244.0,0.0021586289256575082,194.9392612061671
1876-11-30,Listed financial institutions,254,0.0,0.012071945684061815,0.11067193675889328,253.0,0.011999660911500197,197.29255737913908
1876-12-31,Listed financial institutions,250,0.0,0.010822815527932203,0.152,250.0,0.010764668030163729,199.42781833268748
1877-01-31,Listed financial institutions,250,0.0,0.023908737780510725,0.13765182186234817,247.0,0.023627399384382217,204.19588574734303
1877-02-28,Listed financial institutions,262,0.0,0.007473712590313907,0.25287356321839083,261.0,0.0074459227765333045,205.72198710954325
1877-03-31,Listed financial institutions,258,0.0,0.02255849791160165,0.1953125,256.0,0.022307817969844764,210.36276612612443
1877-04-30,Listed financial institutions,255,0.0,-0.01592032333696766,0.33992094861660077,253.0,-0.016048412989427958,207.01372287133762
1877-05-31,Listed financial institutions,250,0.0,0.0026329544992900167,0.2971887550200803,249.0,0.002629494346877498,207.55878058438645
1877-06-30,Listed financial institutions,254,0.0,0.01194891669556544,0.1732283464566929,254.0,0.011878092017686276,210.03888316302243
1877-07-31,Listed financial institutions,257,0.0,0.008737825249062612,0.19066147859922178,257.0,0.008699871383278103,211.8741662196092
1877-08-31,Listed financial institutions,255,0.0,0.0023812711846540845,0.3058823529411765,255.0,0.002378440451365106,212.3786960664006
1877-09-30,Listed financial institutions,252,0.0,0.008026046205826011,0.15139442231075698,251.0,0.007994008805249761,214.08325729416256
1877-10-31,Listed financial institutions,255,0.0,0.013127100000623731,0.18503937007874016,254.0,0.013041686300842162,216.89354962112236
1877-11-30,Listed financial institutions,252,0.0,0.005500823136474408,0.17131474103585656,251.0,0.005485748864222082,218.08664267703026
1877-12-31,Listed financial institutions,247,0.0,0.0007919780532828053,0.22672064777327935,247.0,0.0007916646041500026,218.2593625117446
1878-01-31,Listed financial institutions,255,0.0,0.012992266160281922,0.1984126984126984,252.0,0.012908590647355236,221.09504624147064
1878-02-28,Listed financial institutions,260,0.0,-0.00361871103268197,0.38372093023255816,258.0,-0.003625274406203229,220.2949671583653
1878-03-31,Listed financial institutions,252,0.0,0.007940316988247069,0.1752988047808765,251.0,0.007908958559178402,222.0441790285182
