horizon_weeks,held_out_crisis,date,risk
8,1857,1857-01-17,0.881061766945709
8,1857,1857-01-24,0.8187638608153098
8,1857,1857-01-31,0.4269924853906562
8,1857,1857-02-07,0.2735912951928568
8,1857,1857-02-14,0.28059136304070825
8,1857,1857-02-21,0.27491216396351126
8,1857,1857-02-28,0.45708092891775826
8,1857,1857-03-07,0.35814922898015283
8,1857,1857-03-14,0.4559295388735887
8,1857,1857-03-21,0.5746562524817004
8,1857,1857-03-28,0.5245074502724026
8,1857,1857-04-04,0.3186343738371273
8,1857,1857-04-11,0.29054465986398725
8,1857,1857-04-18,0.508486982848699
8,1857,1857-04-25,0.37683702695498067
8,1857,1857-05-02,0.2723644704696392
8,1857,1857-05-09,0.2348285670007877
8,1857,1857-05-16,0.13036049021693927
8,1857,1857-05-23,0.27401409815829236
8,1857,1857-05-30,0.3946050087108611
8,1857,1857-06-06,0.4914538651855333
8,1857,1857-06-13,0.7403712797620544
8,1857,1857-06-20,0.6713349449570224
8,1857,1857-06-27,0.6828117408027636
8,1857,1857-07-04,0.7028562774970005
8,1857,1857-07-11,0.588058621282757
8,1857,1857-07-18,0.729575698829681
8,1857,1857-07-25,0.6712397729443184
8,1857,1857-08-01,0.4838021988415682
8,1857,1857-08-08,0.6387025710103255
8,1857,1857-08-15,0.6159674197631922
8,1857,1857-08-22,0.547420366216854
8,1857,1857-08-29,0.6335047720256707
8,1857,1857-09-05,0.30739177970822423
8,1857,1857-09-12,0.2518211819824537
8,1857,1857-09-19,0.31556371355481716
8,1857,1857-09-26,0.3754572687569138
8,1857,1858-02-10,0.36307296284092455
8,1857,1858-02-17,0.15831023856318385
8,1857,1858-02-24,0.16434197982474122
8,1857,1858-03-03,0.414629818658237
8,1857,1858-03-10,0.37788148455881604
8,1857,1858-03-17,0.5093236313473288
8,1857,1858-03-24,0.37832141932769425
8,1857,1858-03-31,0.22152600322367616
8,1857,1858-04-07,0.17387305637524564
8,1857,1858-04-14,0.14904163247938484
8,1857,1858-04-21,0.12287843389814852
8,1857,1858-04-28,0.09455702194145013
8,1857,1858-05-05,0.06794700518381354
8,1857,1858-05-12,0.03591443798703798
8,1857,1858-05-19,0.035546401757450705
8,1857,1858-05-26,0.05513583000143911
8,1857,1858-06-02,0.06594151800508974
8,1857,1858-06-09,0.07785163007296118
8,1857,1858-06-16,0.0858010751641775
8,1857,1858-06-23,0.02958946924557784
8,1857,1858-06-30,0.03528228857018566
8,1857,1858-07-07,0.14188311103388615
8,1857,1858-07-14,0.08675033939732364
8,1857,1858-07-21,0.1497207756730951
8,1857,1858-07-28,0.12281417097616246
8,1857,1858-08-04,0.054936110115602683
8,1857,1858-08-11,0.04293270357424243
8,1857,1858-08-18,0.03719648543151453
8,1857,1858-08-25,0.03838646879508672
8,1857,1858-09-01,0.06091177660317971
8,1857,1858-09-08,0.055302829207513296
8,1857,1858-09-15,0.056094422857992224
8,1857,1858-09-22,0.055329084248348884
8,1857,1858-09-29,0.0380692328672478
8,1857,1858-10-06,0.05196463586939282
8,1857,1858-10-13,0.06455439406942932
8,1857,1858-10-20,0.0665566135776087
8,1857,1858-10-27,0.09618962046661547
8,1857,1858-11-03,0.0807398495360036
8,1857,1858-11-10,0.0912937185735848
8,1857,1858-11-17,0.06250035959693549
8,1857,1858-11-24,0.036176682148518644
8,1857,1858-12-01,0.03366170787139682
8,1857,1858-12-08,0.029592169764383062
8,1857,1858-12-15,0.04673250285946612
8,1857,1858-12-22,0.0825608849654158
8,1857,1858-12-29,0.09859511684451963
8,1857,1859-01-05,0.2240993511010995
8,1857,1859-01-12,0.4352592006146265
8,1857,1859-01-19,0.12528327399929332
8,1857,1859-01-26,0.17986761436937804
8,1857,1859-02-02,0.11847277363977776
8,1857,1859-02-09,0.08895843094059802
8,1857,1859-02-16,0.0597950346872187
8,1857,1859-02-23,0.04735301429861203
8,1857,1859-03-02,0.05095229409842638
8,1857,1859-03-09,0.05608336056716
8,1857,1859-03-16,0.06683031992039298
8,1857,1859-03-23,0.0911253830060864
8,1857,1859-03-30,0.10181700453575811
8,1857,1859-04-06,0.155960333311278
8,1857,1859-04-13,0.24315119237851127
8,1857,1859-04-20,0.17932991430939896
8,1857,1859-04-27,0.20339649928984901
8,1857,1859-05-04,0.17163187729785898
8,1857,1859-05-11,0.2802687611211155
8,1857,1859-05-18,0.23280332010899776
8,1857,1859-05-25,0.10791940518463086
8,1857,1859-06-01,0.13924937929295073
8,1857,1859-06-08,0.10247634006124257
8,1857,1859-06-15,0.1489949311237801
8,1857,1859-06-22,0.16863822468870815
8,1857,1859-06-29,0.1814474955668679
8,1857,1859-07-06,0.3690346036613541
8,1857,1859-07-13,0.3453632875755143
8,1857,1859-07-20,0.32906251174012136
8,1857,1859-07-27,0.3554714019135278
8,1857,1859-08-03,0.2622844964318925
8,1857,1859-08-10,0.2685289252926503
8,1857,1859-08-17,0.25144469404925274
8,1857,1859-08-24,0.18324252225099527
8,1857,1859-08-31,0.21464464738002578
8,1857,1859-09-07,0.21214191167259128
8,1857,1859-09-14,0.19541546620197897
8,1857,1859-09-21,0.1587088571069547
8,1857,1859-09-28,0.1483368990861824
8,1857,1859-10-05,0.13997334737104544
8,1857,1859-10-12,0.20474666489296894
8,1857,1859-10-19,0.28915105529556445
8,1857,1859-10-26,0.2515110606924821
8,1857,1859-11-02,0.2633230394643858
8,1857,1859-11-09,0.22313884925605224
8,1857,1859-11-16,0.07622309250600284
8,1857,1859-11-23,0.10868250647570757
8,1857,1859-11-30,0.11125726215282275
8,1857,1859-12-07,0.10287781818707725
8,1857,1859-12-14,0.31404801165700624
8,1857,1859-12-21,0.2140850848678748
8,1857,1859-12-28,0.22865786653287445
8,1857,1860-01-04,0.28643557514815926
8,1857,1860-01-11,0.3860432940737433
8,1857,1860-01-18,0.3471313188161379
8,1857,1860-01-25,0.357340908000363
8,1857,1860-02-01,0.3103880459264907
8,1857,1860-02-08,0.30900636279453114
8,1857,1860-02-15,0.258340739527604
8,1857,1860-02-22,0.20256206070423802
8,1857,1860-02-29,0.24851341697417575
8,1857,1860-03-07,0.22307646672307485
8,1857,1860-03-14,0.3587107154661992
8,1857,1860-03-21,0.518953064348849
8,1857,1860-03-28,0.5525937998811634
8,1857,1860-04-04,0.6680359515644292
8,1857,1860-04-11,0.5731895439383295
8,1857,1860-04-18,0.7671216640750744
8,1857,1860-04-25,0.6269656182588419
8,1857,1860-05-02,0.4054402695180039
8,1857,1860-05-09,0.2739121259994355
8,1857,1860-05-16,0.05252406758523466
8,1857,1860-05-23,0.1826404318386085
8,1857,1860-05-30,0.26645054249767297
8,1857,1860-06-06,0.3506502624346128
8,1857,1860-06-13,0.6230781021404412
8,1857,1860-06-20,0.5472093653790538
8,1857,1860-06-27,0.613886885196977
8,1857,1860-07-04,0.5955485707319851
8,1857,1860-07-11,0.5964705490684846
8,1857,1860-07-18,0.5201155451801787
8,1857,1860-07-25,0.5779874249361998
8,1857,1860-08-01,0.5523056129058422
8,1857,1860-08-08,0.30176957503338403
8,1857,1860-08-15,0.28453319451656955
8,1857,1860-08-22,0.20447735933531802
8,1857,1860-08-29,0.1984909547113453
8,1857,1860-09-05,0.25410406077252234
8,1857,1860-09-12,0.2799159302600777
8,1857,1860-09-19,0.24457845293179106
8,1857,1860-09-26,0.2637444070333272
8,1857,1860-10-03,0.29442873198927005
8,1857,1860-10-10,0.4626973315466155
8,1857,1860-10-17,0.4408933293156782
8,1857,1860-10-24,0.5917114811331597
8,1857,1860-10-31,0.5134462407913812
8,1857,1860-11-07,0.34763249150720327
8,1857,1860-11-14,0.269425712874231
8,1857,1860-11-21,0.18745904430278085
8,1857,1860-11-28,0.2613416279804123
8,1857,1860-12-05,0.1773461561909086
8,1857,1860-12-12,0.22615431514396458
8,1857,1860-12-19,0.3630903195715545
8,1857,1860-12-26,0.4417331903360346
8,1857,1861-01-02,0.6887562511381603
8,1857,1861-01-09,0.6774327449708166
8,1857,1861-01-16,0.7539127658365418
8,1857,1861-01-23,0.7555643902459587
8,1857,1861-01-30,0.5548573325246562
8,1857,1861-02-06,0.3550373657551276
8,1857,1861-02-13,0.3169066567183245
8,1857,1861-02-20,0.43761236602488573
8,1857,1861-02-27,0.5795170598268365
8,1857,1861-03-06,0.7955925536073807
8,1857,1861-03-13,0.8912070023417794
8,1857,1861-03-20,0.7171071125476645
8,1857,1861-03-27,0.7074028338538251
8,1857,1861-04-03,0.7444520311057035
8,1857,1861-04-10,0.7063464960812632
8,1857,1861-04-17,0.719542624704422
8,1857,1861-04-24,0.6544246930206483
8,1857,1861-05-01,0.47061940135271274
8,1857,1861-05-08,0.49046201169715614
8,1857,1861-05-15,0.4112412923312077
8,1857,1861-05-22,0.4832017023964455
8,1857,1861-05-29,0.674541797077918
8,1857,1861-06-05,0.48784138261110493
8,1857,1861-06-12,0.6231795093129532
8,1857,1861-06-19,0.5029593539397376
8,1857,1861-06-26,0.47418536319492116
8,1857,1861-07-03,0.6057950743203921
8,1857,1861-07-10,0.590330189862662
8,1857,1861-07-17,0.6788087765159648
8,1857,1861-07-24,0.8311310736721021
8,1857,1861-07-31,0.7502591351872923
8,1857,1861-08-07,0.42303120681121914
8,1857,1861-08-14,0.3465696204423063
8,1857,1861-08-21,0.19224577858632766
8,1857,1861-08-28,0.27912046177526656
8,1857,1861-09-04,0.4315415498330862
8,1857,1861-09-11,0.4733257076531642
8,1857,1861-09-18,0.39700098110831333
8,1857,1861-09-25,0.2333709541728276
8,1857,1861-10-02,0.18401089586674874
8,1857,1861-10-09,0.23102255476322373
8,1857,1861-10-16,0.2178251407199762
8,1857,1861-10-23,0.3921358654468791
8,1857,1861-10-30,0.24944158331309518
8,1857,1861-11-06,0.1477610210613293
8,1857,1861-11-13,0.11963381741023507
8,1857,1861-11-20,0.030063364212115987
8,1857,1861-11-27,0.035183021441057574
8,1857,1861-12-04,0.051198161345139055
8,1857,1861-12-11,0.054782879634741155
8,1857,1861-12-18,0.2758428956273893
8,1857,1861-12-25,0.3190835084061335
8,1857,1862-01-01,0.457081072611449
8,1857,1862-01-08,0.6174631418325567
8,1857,1862-01-15,0.40642877119125087
8,1857,1862-01-22,0.21061870372143326
8,1857,1862-01-29,0.21669153281576203
8,1857,1862-02-05,0.08170989636731107
8,1857,1862-02-12,0.08553119504055505
8,1857,1862-02-19,0.08723206675646611
8,1857,1862-02-26,0.06812594880102099
8,1857,1862-03-05,0.16171968656975588
8,1857,1862-03-12,0.28970543704468027
8,1857,1862-03-19,0.273188573320365
8,1857,1862-03-26,0.245628943798355
8,1857,1862-04-02,0.15235760823476308
8,1857,1862-04-09,0.16824668953643102
8,1857,1862-04-16,0.16666580802603695
8,1857,1862-04-23,0.27415839260482505
8,1857,1862-04-30,0.18890395022553158
8,1857,1862-05-07,0.1850782373574679
8,1857,1862-05-14,0.11925338002143483
8,1857,1862-05-21,0.07340351382600516
8,1857,1862-05-28,0.18589793443466782
8,1857,1862-06-04,0.20014281278957732
8,1857,1862-06-11,0.34546724601756446
8,1857,1862-06-18,0.559441108990538
8,1857,1862-06-25,0.37237581724568936
8,1857,1862-07-02,0.4210620583232913
8,1857,1862-07-09,0.38449431227369
8,1857,1862-07-16,0.08694251569979387
8,1857,1862-07-23,0.11793240878147021
8,1857,1862-07-30,0.12055229838619039
8,1857,1862-08-06,0.059768470751407426
8,1857,1862-08-13,0.24940779222031093
8,1857,1862-08-20,0.2033651329345504
8,1857,1862-08-27,0.284492391414141
8,1857,1862-09-03,0.2707469922415837
8,1857,1862-09-10,0.1680450850192318
8,1857,1862-09-17,0.1746531746680742
8,1857,1862-09-24,0.13426985997854432
8,1857,1862-10-01,0.1878922289849514
8,1857,1862-10-08,0.294638746561703
8,1857,1862-10-15,0.2230008266278736
8,1857,1862-10-22,0.24795117388625282
8,1857,1862-10-29,0.2231649201882712
8,1857,1862-11-05,0.21262490930204342
8,1857,1862-11-12,0.22184176527836147
8,1857,1862-11-19,0.08246536092702383
8,1857,1862-11-26,0.09394749250708274
8,1857,1862-12-03,0.08200317571619947
8,1857,1862-12-10,0.13389591506593532
8,1857,1862-12-17,0.3864441486548061
8,1857,1862-12-24,0.3696081664279644
8,1857,1862-12-31,0.5525839855316358
8,1857,1863-01-07,0.48781206798524357
8,1857,1863-01-14,0.4473490429070401
8,1857,1863-01-21,0.5199063689739563
8,1857,1863-01-28,0.40252532476929154
8,1857,1863-02-04,0.34797490665981945
8,1857,1863-02-11,0.2533788579993104
8,1857,1863-02-18,0.21372079080207212
8,1857,1863-02-25,0.21480222583167904
8,1857,1863-03-04,0.25534167562282906
8,1857,1863-03-11,0.4510895925020772
8,1857,1863-03-18,0.47502643867928335
8,1857,1863-03-25,0.6755444791599783
8,1857,1863-04-01,0.6648204296561588
8,1857,1863-04-08,0.5299075137017224
8,1857,1863-04-15,0.4902813516963574
8,1857,1863-04-22,0.2373350499547325
8,1857,1863-04-29,0.19975469246282068
8,1857,1863-05-06,0.15625347666769854
8,1857,1863-05-13,0.17280079816211433
8,1857,1863-05-20,0.3044886602576998
8,1857,1863-05-27,0.3065654940692197
8,1857,1863-06-03,0.3608512274069545
8,1857,1863-06-10,0.48871581177758033
8,1857,1863-06-17,0.5943914299320047
8,1857,1863-06-24,0.6399638301554541
8,1857,1863-07-01,0.8437369787628204
8,1857,1863-07-08,0.8875966961034683
8,1857,1863-07-15,0.49307401318975713
8,1857,1863-07-22,0.485625649704086
8,1857,1863-07-29,0.538863402463465
8,1857,1863-08-05,0.20879920697940715
8,1857,1863-08-12,0.2745978792966427
8,1857,1863-08-19,0.2093016622761115
8,1857,1863-08-26,0.22115365039902937
8,1857,1863-09-02,0.5196153378842278
8,1857,1863-09-09,0.40562860179504756
8,1857,1863-09-16,0.5168418230015669
8,1857,1863-09-23,0.5200561936419651
8,1857,1863-09-30,0.6326595246266585
8,1857,1863-10-07,0.7475601050940526
8,1857,1863-10-14,0.6801159383908448
8,1857,1863-10-21,0.6606110691022155
8,1857,1863-10-28,0.49866697044780295
8,1857,1863-11-04,0.2172561232178197
8,1857,1863-11-11,0.2694835387962969
8,1857,1863-11-18,0.18662756461967758
8,1857,1863-11-25,0.23348197609833773
8,1857,1863-12-02,0.34344642078089915
8,1857,1863-12-09,0.5510389126304291
8,1857,1863-12-16,0.7879744943161548
8,1857,1863-12-23,0.7770714237683741
8,1857,1863-12-30,0.795892956917757
8,1857,1864-01-06,0.7279253163722336
8,1857,1864-01-13,0.7993278492060578
8,1857,1864-01-20,0.8596926995492907
8,1857,1864-01-27,0.9286271921858391
8,1857,1864-02-03,0.8715440999250792
8,1857,1864-02-10,0.8254070065426398
8,1857,1864-02-17,0.6719947136334254
8,1857,1864-02-24,0.5254211806270297
8,1857,1864-03-02,0.6489970762842207
8,1857,1864-03-09,0.688034706482328
8,1857,1864-03-16,0.8257915152874454
8,1857,1864-03-23,0.8561906424285363
8,1857,1864-03-30,0.8794622685398766
8,1857,1864-04-06,0.8391876891204354
8,1857,1864-04-13,0.7716133329973802
8,1857,1864-04-20,0.766405447613441
8,1857,1864-04-27,0.7723158416958672
8,1857,1864-05-04,0.6353772855153459
8,1857,1864-05-11,0.5899430958146904
8,1857,1864-05-18,0.5502564227527172
8,1857,1864-05-25,0.4606806213029076
8,1857,1864-06-01,0.42399648311070864
8,1857,1864-06-08,0.5047176121938075
8,1857,1864-06-15,0.6585841287436647
8,1857,1864-06-22,0.7959592059128215
8,1857,1864-06-29,0.8600400809636337
8,1857,1864-07-06,0.8585391984564823
8,1857,1864-07-13,0.8802891986953729
8,1857,1864-07-20,0.8535562577311121
8,1857,1864-07-27,0.7409308592770611
8,1857,1864-08-03,0.6567961245711607
8,1857,1864-08-10,0.4792822049557513
8,1857,1864-08-17,0.5158170014594701
8,1857,1864-08-24,0.48081663231427324
8,1857,1864-08-31,0.5083067704493145
8,1857,1864-09-07,0.5365918936694433
8,1857,1864-09-14,0.698667907002287
8,1857,1864-09-21,0.8339667531800139
8,1857,1864-09-28,0.9227916871891947
8,1857,1864-10-05,0.8942319878715526
8,1857,1864-10-12,0.9494590964765174
8,1857,1864-10-19,0.9431284677835661
8,1857,1864-10-26,0.9422262035926938
8,1857,1864-11-02,0.9342378972337998
8,1857,1864-11-09,0.8709832517377085
8,1857,1864-11-16,0.7201372614764222
8,1857,1864-11-23,0.743547234663069
8,1857,1864-11-30,0.6449766967411932
8,1857,1864-12-07,0.7185584530423451
8,1857,1864-12-14,0.8893031393941063
8,1857,1864-12-21,0.7221581173529115
8,1857,1864-12-28,0.8136366852202469
8,1857,1865-01-04,0.722521076852761
8,1857,1865-01-11,0.8336907891692101
8,1857,1865-01-18,0.8393781086562299
8,1857,1865-01-25,0.6561219792611134
8,1857,1865-02-01,0.4859505987031243
8,1857,1865-02-08,0.22338906154167656
8,1857,1865-02-15,0.21618318693780628
8,1857,1865-02-22,0.21795907369373954
8,1857,1865-03-01,0.40417994677909236
8,1857,1865-03-08,0.5753437482109316
8,1857,1865-03-15,0.5433598891251562
8,1857,1865-03-22,0.6645898818851945
8,1857,1865-03-29,0.6435127354284126
8,1857,1865-04-05,0.5486885646806706
8,1857,1865-04-12,0.5255074104622095
8,1857,1865-04-19,0.5536714511369226
8,1857,1865-04-26,0.46870094417626623
8,1857,1865-05-03,0.45506553327054367
8,1857,1865-05-10,0.3150751358585459
8,1857,1865-05-17,0.24128580051732273
8,1857,1865-05-24,0.3128081568765043
8,1857,1865-05-31,0.2501468856210398
8,1857,1865-06-07,0.2256193187294343
8,1857,1865-06-14,0.36113762518764986
8,1857,1865-06-21,0.33611651513610596
8,1857,1865-06-28,0.5338659883312065
8,1857,1865-07-05,0.593740561721262
8,1857,1865-07-12,0.5772216520304253
8,1857,1865-07-19,0.6205219078433947
8,1857,1865-07-26,0.4640238608712773
8,1857,1865-08-02,0.3747047855752839
8,1857,1865-08-09,0.1860810686424813
8,1857,1865-08-16,0.12110847000936381
8,1857,1865-08-23,0.11350846016410547
8,1857,1865-08-30,0.10034815430622067
8,1857,1865-09-06,0.11328078400847313
8,1857,1865-09-13,0.197879414821854
8,1857,1865-09-20,0.2192492461541309
8,1857,1865-09-27,0.3254566117473728
8,1857,1865-10-04,0.269732903042211
8,1857,1865-10-11,0.3756446382837649
8,1857,1865-10-18,0.49810004642629224
8,1857,1865-10-25,0.6553650040411153
8,1857,1865-11-01,0.3969370488378395
8,1857,1865-11-08,0.14870920454315584
8,1857,1865-11-15,0.21298921655631015
8,1857,1865-11-22,0.32192153089949166
8,1857,1865-11-29,0.48814847434026043
8,1857,1865-12-06,0.5270407761251413
8,1857,1865-12-13,0.6926107236413125
8,1857,1865-12-20,0.751105043414441
8,1857,1865-12-27,0.8572254013696997
8,1857,1866-01-03,0.7871472124443218
8,1857,1866-01-10,0.8766714036186455
8,1857,1866-01-17,0.7531776730604192
8,1857,1866-01-24,0.5702256443778103
8,1857,1866-01-31,0.3669238183216476
8,1857,1866-02-07,0.17572533041129754
8,1857,1866-02-14,0.49858251293259737
8,1857,1866-02-21,0.6799952956156278
8,1857,1866-02-28,0.739406129352513
8,1857,1866-03-07,0.8714968935425813
8,1857,1866-03-14,0.8291475911045832
8,1857,1866-03-21,0.8032896454171471
8,1857,1866-03-28,0.8604575514300883
8,1857,1866-04-04,0.8543300741591804
8,1857,1866-04-11,0.871276364424036
8,1857,1866-04-18,0.7666498869182518
8,1857,1866-04-25,0.6144256049535293
8,1857,1866-08-08,0.44532332984955114
8,1857,1866-08-15,0.6594554792262596
8,1857,1866-08-22,0.6463687019619339
8,1857,1866-08-29,0.625544196299705
8,1857,1866-09-05,0.1987047506063312
8,1857,1866-09-12,0.19376366762387873
8,1857,1866-09-19,0.1811845586365012
8,1857,1866-09-26,0.21901420217383474
8,1857,1866-10-03,0.20580087938013147
8,1857,1866-10-10,0.37618382810364287
8,1857,1866-10-17,0.5003623369032899
8,1857,1866-10-24,0.6910273404505548
8,1857,1866-10-31,0.6120141898858361
8,1857,1866-11-07,0.33959446551659356
8,1857,1866-11-14,0.2425538069563123
8,1857,1866-11-21,0.1583982333165897
8,1857,1866-11-28,0.18969837228121128
8,1857,1866-12-05,0.21188447344142905
8,1857,1866-12-12,0.42932396508883053
8,1857,1866-12-19,0.3764201263709593
8,1857,1866-12-26,0.4467298487858592
8,1857,1867-01-02,0.5381907821792538
8,1857,1867-01-09,0.6508766140093336
8,1857,1867-01-16,0.5803187483447438
8,1857,1867-01-23,0.471002982192573
8,1857,1867-01-30,0.42766499271524283
8,1857,1867-02-06,0.2113001436522155
8,1857,1867-02-13,0.2097937039569221
8,1857,1867-02-20,0.179106877310933
8,1857,1867-02-27,0.15609242619608124
8,1857,1867-03-06,0.3068979399520702
8,1857,1867-03-13,0.29321262750969534
8,1857,1867-03-20,0.29985021259468625
8,1857,1867-03-27,0.34596843919302084
8,1857,1867-04-03,0.41187143212262417
8,1857,1867-04-10,0.4022104140148059
8,1857,1867-04-17,0.30996962922525506
8,1857,1867-04-24,0.32030946463992827
8,1857,1867-05-01,0.24439454235209415
8,1857,1867-05-08,0.20662338111631892
8,1857,1867-05-15,0.18849113960950967
8,1857,1867-05-22,0.17225960436082424
8,1857,1867-05-29,0.16692577438990389
8,1857,1867-06-05,0.14671147032140655
8,1857,1867-06-12,0.13906667060408565
8,1857,1867-06-19,0.12353780540669118
8,1857,1867-06-26,0.19302833689799875
8,1857,1867-07-03,0.30446148541976653
8,1857,1867-07-10,0.3071819122801736
8,1857,1867-07-17,0.2632710977007646
8,1857,1867-07-24,0.25076819153013047
8,1857,1867-07-31,0.14712485527895877
8,1857,1867-08-07,0.08717553381859151
8,1857,1867-08-14,0.10973674854091625
8,1857,1867-08-21,0.08817224603712069
8,1857,1867-08-28,0.12146383302928175
8,1857,1867-09-04,0.1236587629080448
8,1857,1867-09-11,0.09880067727815262
8,1857,1867-09-18,0.08379367339201346
8,1857,1867-09-25,0.06557688069840845
8,1857,1867-10-02,0.05840217195867017
8,1857,1867-10-09,0.07597062848387766
8,1857,1867-10-16,0.0680217722589028
8,1857,1867-10-23,0.1303512005820643
8,1857,1867-10-30,0.13647328109632947
8,1857,1867-11-06,0.08749534682832884
8,1857,1867-11-13,0.09440387367729995
8,1857,1867-11-20,0.041012583948551354
8,1857,1867-11-27,0.03471643553902667
8,1857,1867-12-04,0.04450863644603515
8,1857,1867-12-11,0.05883116847545195
8,1857,1867-12-18,0.1401222110217614
8,1857,1867-12-26,0.13218280155568268
8,1857,1868-01-01,0.26327082364350135
8,1857,1868-01-08,0.41152074635387986
8,1857,1868-01-15,0.17618913883387113
8,1857,1868-01-22,0.1256599759739274
8,1857,1868-01-29,0.07427270183180289
8,1857,1868-02-05,0.02342012806833405
8,1857,1868-02-12,0.029248717883464986
8,1857,1868-02-19,0.03798611195943328
8,1857,1868-02-26,0.06643419573202129
8,1857,1868-03-04,0.14328935990927769
8,1857,1868-03-11,0.1866843386470238
8,1857,1868-03-18,0.21646368901441151
8,1857,1868-03-25,0.26537885746763473
8,1857,1868-04-01,0.4813028382255668
8,1857,1868-04-08,0.6129783549909541
8,1857,1868-04-15,0.41949934494195734
8,1857,1868-04-22,0.2736991788975259
8,1857,1868-04-29,0.1459808458068696
8,1857,1868-05-06,0.06876554734049097
8,1857,1868-05-13,0.09342076667267203
8,1857,1868-05-20,0.08484263217762864
8,1857,1868-05-27,0.08125287904890752
8,1857,1868-06-03,0.07902841739445657
8,1857,1868-06-10,0.062165908110925594
8,1857,1868-06-17,0.055846290348484436
8,1857,1868-06-24,0.07238202853291559
8,1857,1868-07-01,0.15637864691143383
8,1857,1868-07-08,0.2845166890736035
8,1857,1868-07-15,0.2551492140146121
8,1857,1868-07-22,0.2506731180757222
8,1857,1868-07-29,0.20691691358111172
8,1857,1868-08-05,0.09705267768260625
8,1857,1868-08-12,0.1123158593885516
8,1857,1868-08-19,0.10694529067136269
8,1857,1868-08-26,0.08667328029950552
8,1857,1868-09-02,0.12117397384848651
8,1857,1868-09-09,0.11455984050080988
8,1857,1868-09-16,0.10392531218851418
8,1857,1868-09-23,0.10966333014785791
8,1857,1868-09-30,0.11355009952298255
8,1857,1868-10-07,0.1305302656341297
8,1857,1868-10-14,0.11795015951951296
8,1857,1868-10-21,0.1138334147841173
8,1857,1868-10-28,0.10159246934122852
8,1857,1868-11-04,0.06780519288464519
8,1857,1868-11-11,0.07067927140890079
8,1857,1868-11-18,0.03219673766143689
8,1857,1868-11-25,0.06343295134247902
8,1857,1868-12-02,0.08105188290938317
8,1857,1868-12-09,0.12316375362654616
8,1857,1868-12-16,0.3664697630741127
8,1857,1868-12-23,0.3102306115181597
8,1857,1868-12-30,0.6270602663427252
8,1857,1869-01-06,0.7923503105754826
8,1857,1869-01-13,0.5571526648758778
8,1857,1869-01-20,0.462743658159138
8,1857,1869-01-27,0.3415810321349719
8,1857,1869-02-03,0.2005552150595435
8,1857,1869-02-10,0.24532488795960214
8,1857,1869-02-17,0.10816974167458411
8,1857,1869-02-24,0.10682370630446744
8,1857,1869-03-03,0.23298728352487355
8,1857,1869-03-10,0.38765491167720467
8,1857,1869-03-17,0.6612939490819494
8,1857,1869-03-24,0.689610954666006
8,1857,1869-03-31,0.6135633566033654
8,1857,1869-04-07,0.37354459559607006
8,1857,1869-04-14,0.3058759874461046
8,1857,1869-04-21,0.2811823382103183
8,1857,1869-04-28,0.2622755291906733
8,1857,1869-05-05,0.14957000824769506
8,1857,1869-05-12,0.2922963458627852
8,1857,1869-05-19,0.2683602777601998
