date,reserve_stress,lending_stress,lending_to_reserve_stress,rate_stress,reserve_drawdown_stress,lending_surge_stress,warning_index,warning_score,reserve_pct_change_4w,reserve_pct_change_8w,crisis_lending_pct_change_4w,crisis_lending_pct_change_8w,reserve_ratio_pct_change_4w,reserve_ratio_pct_change_8w,lending_to_reserve_pct_change_4w,lending_to_reserve_pct_change_8w,bank_rate_change_4w,bank_rate_change_8w,reserve_ratio_gap_52w,crisis_lending_gap_52w,lending_to_reserve_gap_52w
1869-11-17,0.12808268369991482,-0.04386702033483291,-0.23515406786380397,-0.5801160116786609,0.1316932889589063,0.1745661745661744,-0.07079915877538372,40.4743687834736,0.036518800555085384,-0.15378775874021977,0.18904037755637138,0.1745661745661744,0.027682934161511907,-0.1316932889589063,0.14714791175963815,0.3880278697192614,0.5,0.5,0.028777513913931796,-0.31159615384615336,-0.0562012432910034
1869-11-24,0.006080312939066968,-0.08569838266684766,-0.2677174074765972,-0.57982153943399,0.011720315883787302,-0.19508003979379573,-0.18508612342472938,32.95107033639144,0.05001878979633889,-0.03714478530775234,0.15240191635374845,-0.19508003979379573,0.009190530433863087,-0.011720315883787302,0.0975059947044068,-0.16402804084778566,0.5,0.5,0.04307153377816636,-0.5021730769230768,-0.11360527874113946
1869-12-01,0.13326960538243254,0.017762692933341994,-0.2251891013002082,-0.5795275152503734,-0.08045455977560856,-0.11834263551225044,-0.14208025225377768,36.134453781512605,0.084886711820505,0.012522744279584774,0.04554633161319277,-0.11834263551225044,0.029158913581171397,0.08045455977560856,-0.03626220118531709,-0.12924685448418904,0.5,0.5,0.02599251240924877,-0.10103846153846163,-0.04164006394940445
1869-12-08,0.07285341260597701,-0.037919464712842986,-0.2639858585565075,-0.5792339379925486,-0.052800506469791175,0.1120078258742967,-0.12484642154190277,37.17557251908397,0.12154762619238046,0.09935928225404789,0.0018728654841908554,0.1120078258742967,0.04437431927637081,0.052800506469791175,-0.10670501895178697,0.01150537756347969,0.0,0.5,0.03236630952686603,-0.3391923076923078,-0.10814185460685855
1869-12-15,-0.047983359778829414,0.12499493162040899,-0.267197340912559,-0.5789408065292767,-0.07617668514017883,0.2788411116937597,-0.09441035817444587,38.97787948131198,0.1476393454198881,0.18954975778444583,0.0755237045203967,0.2788411116937597,0.0471874635324494,0.07617668514017883,-0.06283824372813407,0.07506315168826605,0.0,0.5,0.04612572025455902,0.3173076923076916,-0.11220465631336374
1869-12-22,0.2148065258892928,0.8465601123325184,-0.11154606748878118,-0.5786481197333239,0.04550488329349034,0.6421079891233978,0.17646422056943237,56.9359756097561,0.07802928254633157,0.1319510026243147,0.4249438202247193,0.6421079891233978,-0.054197311684879956,-0.04550488329349034,0.32180437330882805,0.45068822353294036,0.0,0.5,0.01213296378447587,3.2295576923076954,0.15468045195439173
1869-12-29,0.4966828186964902,1.6318075523870175,0.06927028168975763,-0.578355876481443,0.07120574851763106,0.7802333408122055,0.4118073109369431,68.16450875856816,0.09258162154341831,0.1853272827917547,0.7026824034334762,0.7802333408122055,-0.09752105410967371,-0.07120574851763106,0.5584029328886282,0.5018918122084326,0.0,0.5,-0.023962113850869216,6.376711538461539,0.46266477367402337
1870-01-05,0.9928310386934007,1.929921113751141,0.22208798860368742,-0.5780640756543561,0.209335220581231,0.8825603172854468,0.6097786005434251,76.25570776255708,-0.05859070382200682,0.0558353614038678,0.8790411260171545,0.8825603172854468,-0.24292969979709267,-0.209335220581231,0.9959874346321329,0.7830055575921824,0.0,0.0,-0.08715487373982966,7.581961538461538,0.726441961448391
1870-01-12,0.4292297108622338,0.22284001511293577,-0.19155708531357574,-0.5777727161367348,0.08097506223581985,0.12094818081587655,0.014110527929425909,46.61596958174905,-0.09894415635042286,0.03408713859276569,0.04223475140953359,0.12094818081587655,-0.12238737592975191,-0.08097506223581985,0.15668164049426148,0.08399779765302506,0.0,0.0,-0.016492914140353532,0.6240384615384613,0.017973139273188443
1870-01-19,0.42119944432267825,0.49017235654263447,-0.1511122563650526,-0.5774817968171839,0.10807249282528586,0.2643820224719098,0.09253871049671196,52.0516717325228,-0.0545296323578246,0.01924474209811078,-0.11267938810913136,0.2643820224719098,-0.05696238951951038,-0.10807249282528586,-0.06150352009055693,0.24050875147924256,0.0,0.0,-0.016414454695369007,1.6993846153846128,0.08803100226663751
