counterparty,actor_category,crises,n_crises,n_transactions,total_amount,early_access,top_quartile_scale,intermediary_role,centrality_norm,recurrence_norm,cross_crisis_norm,information_channel_score
A. Haliener & Co,unknown,1866,1,4,536.4,0,0,0,0.0001,0.0151,0.0,0.0023
Bedell Prior & Co,unknown,1866,1,4,3042.9,0,0,0,0.0003,0.0151,0.0,0.0023
Owthwaite & Co,unknown,1857,1,4,556.9,0,0,0,0.0001,0.0151,0.0,0.0023
Warre Brothers,unknown,1857,1,4,4545.6,0,0,0,0.0004,0.0151,0.0,0.0023
Ps Galatti,unknown,1857,1,4,3156.3,0,0,0,0.0003,0.0151,0.0,0.0023
Wf Moore,unknown,1857,1,4,2958.6,0,0,0,0.0003,0.0151,0.0,0.0023
Mildred Goyenchi & Co,unknown,1914,1,2,50968.4,0,0,0,0.0049,0.0075,0.0,0.0021
J & I Batten & Co,unknown,1914,1,3,8166.7,0,0,0,0.0008,0.0113,0.0,0.0019
Rodocanachi Sons & Co,unknown,1914,1,3,4465.0,0,0,0,0.0004,0.0113,0.0,0.0018
Bheonutt Booper & Co,unknown,1914,1,3,5320.0,0,0,0,0.0005,0.0113,0.0,0.0018
J Montefiore & Son,unknown,1847,1,3,3316.3,0,0,0,0.0003,0.0113,0.0,0.0018
Phirias Abraham,unknown,1857,1,3,7141.5,0,0,0,0.0007,0.0113,0.0,0.0018
Gladstone Ewart & Co,unknown,1866,1,3,5985.9,0,0,0,0.0006,0.0113,0.0,0.0018
John Haurie Nephew,unknown,1866,1,3,2813.4,0,0,0,0.0003,0.0113,0.0,0.0018
Alex Crowe & Co,unknown,1847,1,3,3156.8,0,0,0,0.0003,0.0113,0.0,0.0018
I. & B. Pearse & Co,unknown,1857,1,3,6290.0,0,0,0,0.0006,0.0113,0.0,0.0018
Coles Child & Co,unknown,1847,1,3,2224.6,0,0,0,0.0002,0.0113,0.0,0.0017
Natl Bk Of Australasia,unknown,1914,1,2,29144.1,0,0,0,0.0028,0.0075,0.0,0.0017
Walker Howell & Co,unknown,1857,1,3,2477.7,0,0,0,0.0002,0.0113,0.0,0.0017
E. F. Oelricks & Co,unknown,1866,1,3,531.7,0,0,0,0.0001,0.0113,0.0,0.0017
J. O. Beetron,unknown,1866,1,3,38.7,0,0,0,0.0,0.0113,0.0,0.0017
A.Branwell Co Ltd,unknown,1914,1,3,434.1,0,0,0,0.0,0.0113,0.0,0.0017
Byfield & Richards,unknown,1866,1,3,140.4,0,0,0,0.0,0.0113,0.0,0.0017
C Humble & Son,unknown,1847,1,3,2380.6,0,0,0,0.0002,0.0113,0.0,0.0017
F&A Delcomyn,unknown,1914,1,2,26681.7,0,0,0,0.0026,0.0075,0.0,0.0016
Robinson Fleming & Co,unknown,1914,1,1,55506.6,0,0,0,0.0054,0.0038,0.0,0.0016
Jones & Brown,unknown,1914,1,2,19419.9,0,0,0,0.0019,0.0075,0.0,0.0015
J.R Belltman,unknown,1914,1,2,20936.1,0,0,0,0.002,0.0075,0.0,0.0015
Horstman Co,unknown,1914,1,2,14109.4,0,0,0,0.0014,0.0075,0.0,0.0014
Clydesdale Bank Ltd,clearing_or_joint_stock_bank,1914,1,2,8669.7,0,0,0,0.0008,0.0075,0.0,0.0013
James & Brown,unknown,1914,1,1,35987.9,0,0,0,0.0035,0.0038,0.0,0.0013
W.Ladenburg & Co,unknown,1914,1,2,7896.4,0,0,0,0.0008,0.0075,0.0,0.0013
Da Costa & Kiell,unknown,1866,1,2,7200.0,0,0,0,0.0007,0.0075,0.0,0.0013
Ross & Ash,unknown,1866,1,2,6750.0,0,0,0,0.0007,0.0075,0.0,0.0013
T. & D. Henry,unknown,1857,1,2,7009.3,0,0,0,0.0007,0.0075,0.0,0.0013
Wilson Leward & Swale,unknown,1857,1,2,7180.0,0,0,0,0.0007,0.0075,0.0,0.0013
Carvalho Brother & Co,unknown,1866,1,2,1822.5,0,0,0,0.0002,0.0075,0.0,0.0012
A. Wehmes,unknown,1866,1,2,2245.0,0,0,0,0.0002,0.0075,0.0,0.0012
Smellgrove & Leach,unknown,1866,1,2,5202.0,0,0,0,0.0005,0.0075,0.0,0.0012
R + Paul,unknown,1857,1,2,3071.7,0,0,0,0.0003,0.0075,0.0,0.0012
Locke Lanccaster W W R Johnson Sons Ltd,unknown,1914,1,2,2184.1,0,0,0,0.0002,0.0075,0.0,0.0012
Chas Belier,unknown,1914,1,2,1710.0,0,0,0,0.0002,0.0075,0.0,0.0012
Saplding & Hodge,unknown,1847,1,2,2707.7,0,0,0,0.0003,0.0075,0.0,0.0012
W C Laming & Co,unknown,1847,1,2,1839.6,0,0,0,0.0002,0.0075,0.0,0.0012
Delhi & London Bank Ltd,clearing_or_joint_stock_bank,1914,1,1,32758.1,0,0,0,0.0032,0.0038,0.0,0.0012
Castelli Brothers,unknown,1866,1,2,5669.1,0,0,0,0.0005,0.0075,0.0,0.0012
W. H. Laird,unknown,1857,1,2,1935.0,0,0,0,0.0002,0.0075,0.0,0.0012
J T Bells & Co,unknown,1847,1,2,2941.3,0,0,0,0.0003,0.0075,0.0,0.0012
C T Miller & Sons,unknown,1847,1,2,2452.2,0,0,0,0.0002,0.0075,0.0,0.0012
Ew Fernie,unknown,1857,1,2,2642.4,0,0,0,0.0003,0.0075,0.0,0.0012
J & W J Coutenay,unknown,1847,1,2,1886.2,0,0,0,0.0002,0.0075,0.0,0.0012
B. De Castro & Co,unknown,1866,1,2,1800.0,0,0,0,0.0002,0.0075,0.0,0.0012
C Warwick,unknown,1847,1,2,1776.9,0,0,0,0.0002,0.0075,0.0,0.0012
David Sasson & Co Ld,unknown,1914,1,1,35195.6,0,0,0,0.0034,0.0038,0.0,0.0012
W. Halford & Co,unknown,1914,1,2,5605.0,0,0,0,0.0005,0.0075,0.0,0.0012
Prier P Candle & Co,unknown,1857,1,2,6490.3,0,0,0,0.0006,0.0075,0.0,0.0012
Brown & Laws,unknown,1866,1,2,3507.3,0,0,0,0.0003,0.0075,0.0,0.0012
D.Sasson Co Ltd,unknown,1914,1,1,33251.9,0,0,0,0.0032,0.0038,0.0,0.0012
E. Higgin & Co,unknown,1866,1,2,3780.0,0,0,0,0.0004,0.0075,0.0,0.0012
Edward Corry,unknown,1866,1,2,2565.0,0,0,0,0.0002,0.0075,0.0,0.0012
Poppleton Gibs & Co,unknown,1914,1,2,6122.2,0,0,0,0.0006,0.0075,0.0,0.0012
English Scottish & Australian Bank Ltd,clearing_or_joint_stock_bank,1914,1,1,30060.8,0,0,0,0.0029,0.0038,0.0,0.0012
Wm Hooten Yates,unknown,1914,1,2,2290.4,0,0,0,0.0002,0.0075,0.0,0.0012
Kipling Pain & Co,unknown,1866,1,2,1980.9,0,0,0,0.0002,0.0075,0.0,0.0012
G. Andreae & Co,unknown,1866,1,2,2092.5,0,0,0,0.0002,0.0075,0.0,0.0012
Neville Reid Prestwich & Co,unknown,1857,1,2,4247.1,0,0,0,0.0004,0.0075,0.0,0.0012
Fw Caseus,unknown,1857,1,2,1816.2,0,0,0,0.0002,0.0075,0.0,0.0012
John Goie & Co,unknown,1857,1,2,2564.6,0,0,0,0.0002,0.0075,0.0,0.0012
R. W. Starkey & Son,unknown,1866,1,2,1789.2,0,0,0,0.0002,0.0075,0.0,0.0012
T. Hubbuck & Son Ltd,unknown,1914,1,2,3522.6,0,0,0,0.0003,0.0075,0.0,0.0012
Koebel Jameson & Co,unknown,1866,1,2,2385.0,0,0,0,0.0002,0.0075,0.0,0.0012
R W Kein & Co,unknown,1857,1,2,2162.9,0,0,0,0.0002,0.0075,0.0,0.0012
S Fafhet & Co,unknown,1914,1,1,28500.0,0,0,0,0.0028,0.0038,0.0,0.0011
G. Routledge & Sons Ld,unknown,1914,1,2,1499.1,0,0,0,0.0001,0.0075,0.0,0.0011
L.Boy.W.Bk Bk Chas Comiys Co,unknown,1914,1,2,877.8,0,0,0,0.0001,0.0075,0.0,0.0011
Josh Foot & Son,unknown,1847,1,2,1539.0,0,0,0,0.0001,0.0075,0.0,0.0011
James Lawrence,unknown,1866,1,2,1498.5,0,0,0,0.0001,0.0075,0.0,0.0011
Julius Jacoby,unknown,1866,1,2,266.4,0,0,0,0.0,0.0075,0.0,0.0011
Adi Denielrio & Sons,unknown,1857,1,2,90.0,0,0,0,0.0,0.0075,0.0,0.0011
Sromidill & Beckham,unknown,1857,1,2,945.0,0,0,0,0.0001,0.0075,0.0,0.0011
Bank Of Australia,clearing_or_joint_stock_bank,1914,1,1,26456.5,0,0,0,0.0026,0.0038,0.0,0.0011
Beo Befand Del Rio Co,unknown,1914,1,1,28644.4,0,0,0,0.0028,0.0038,0.0,0.0011
David Kidd & Son,unknown,1866,1,2,1465.2,0,0,0,0.0001,0.0075,0.0,0.0011
C A Jonas & Co,unknown,1857,1,2,452.7,0,0,0,0.0,0.0075,0.0,0.0011
Child & Co,unknown,1914,1,2,296.4,0,0,0,0.0,0.0075,0.0,0.0011
Thomas Seamer,unknown,1857,1,2,1018.8,0,0,0,0.0001,0.0075,0.0,0.0011
T. O. Beeton,unknown,1866,1,2,0.0,0,0,0,0.0,0.0075,0.0,0.0011
C J Miller & Sons,unknown,1847,1,2,0.0,0,0,0,0.0,0.0075,0.0,0.0011
Bank Of Ireland,foreign_or_colonial_financial,1914,1,1,23750.0,0,0,0,0.0023,0.0038,0.0,0.001
Rohinson Fleming & Co,unknown,1914,1,1,22656.5,0,0,0,0.0022,0.0038,0.0,0.001
Dominion Bank,clearing_or_joint_stock_bank,1914,1,1,19192.8,0,0,0,0.0019,0.0038,0.0,0.001
Ricard Freiwald,unknown,1914,1,1,17094.3,0,0,0,0.0017,0.0038,0.0,0.0009
Hatsman & Co,unknown,1914,1,1,18326.5,0,0,0,0.0018,0.0038,0.0,0.0009
S.Faphel & Co,unknown,1914,1,1,19000.0,0,0,0,0.0018,0.0038,0.0,0.0009
Bowes Co Ltd,unknown,1914,1,1,16293.3,0,0,0,0.0016,0.0038,0.0,0.0009
London Bank Of Australia,clearing_or_joint_stock_bank,1914,1,1,11131.1,0,0,0,0.0011,0.0038,0.0,0.0008
Fisher King & Co,unknown,1914,1,1,9837.2,0,0,0,0.001,0.0038,0.0,0.0008
Commonwealth Bk Of Australia,unknown,1914,1,1,14382.0,0,0,0,0.0014,0.0038,0.0,0.0008
H.S.Lefevre,unknown,1914,1,1,11156.8,0,0,0,0.0011,0.0038,0.0,0.0008
Geo Gore & Co,unknown,1857,1,1,4777.5,0,0,0,0.0005,0.0038,0.0,0.0007
Stephen Kennard & Co,unknown,1866,1,1,4680.0,0,0,0,0.0005,0.0038,0.0,0.0007
Higginson & Co,unknown,1914,1,1,4750.0,0,0,0,0.0005,0.0038,0.0,0.0007
De Jersey & Co,unknown,1914,1,1,5905.2,0,0,0,0.0006,0.0038,0.0,0.0007
Unity St Something,unknown,1857,1,1,6702.6,0,0,0,0.0006,0.0038,0.0,0.0007
Lanthe Buhnell,unknown,1866,1,1,8064.9,0,0,0,0.0008,0.0038,0.0,0.0007
Sheyer Bros,unknown,1914,1,1,7708.3,0,0,0,0.0007,0.0038,0.0,0.0007
Thos Pretu & Co,unknown,1857,1,1,4752.0,0,0,0,0.0005,0.0038,0.0,0.0007
Gene Credit & Co Limited,unknown,1866,1,1,4881.6,0,0,0,0.0005,0.0038,0.0,0.0007
Saml.Barrow & Bro Ld,unknown,1914,1,1,6627.2,0,0,0,0.0006,0.0038,0.0,0.0007
"Caldecott, Sons & Willcocks",unknown,1866,1,1,6400.8,0,0,0,0.0006,0.0038,0.0,0.0007
T Ralli Sons & Co,unknown,1857,1,1,7015.5,0,0,0,0.0007,0.0038,0.0,0.0007
Coutts & Co,unknown,1914,1,1,7247.5,0,0,0,0.0007,0.0038,0.0,0.0007
I. Ciw Thaw & Co,unknown,1857,1,1,7612.2,0,0,0,0.0007,0.0038,0.0,0.0007
J. G. Homere,unknown,1866,1,1,7380.9,0,0,0,0.0007,0.0038,0.0,0.0007
Bernard Elliot,unknown,1914,1,1,7330.2,0,0,0,0.0007,0.0038,0.0,0.0007
Unity Joint,unknown,1857,1,1,7367.4,0,0,0,0.0007,0.0038,0.0,0.0007
Stera Bros,unknown,1857,1,1,6258.6,0,0,0,0.0006,0.0038,0.0,0.0007
Tamvaco Utell,unknown,1857,1,1,5472.9,0,0,0,0.0005,0.0038,0.0,0.0007
Thomas Stephen & Co,unknown,1866,1,1,7021.8,0,0,0,0.0007,0.0038,0.0,0.0007
H Lohnotamm,unknown,1914,1,1,7821.3,0,0,0,0.0008,0.0038,0.0,0.0007
F Engelhardt,unknown,1857,1,1,4940.1,0,0,0,0.0005,0.0038,0.0,0.0007
John Pickessgill & Sons,unknown,1857,1,1,4661.1,0,0,0,0.0005,0.0038,0.0,0.0007
H E + M Moses,unknown,1857,1,1,6440.0,0,0,0,0.0006,0.0038,0.0,0.0007
Baker & Co,unknown,1857,1,1,7225.2,0,0,0,0.0007,0.0038,0.0,0.0007
National Bk Ld,unknown,1914,1,1,989.9,0,0,0,0.0001,0.0038,0.0,0.0006
Wm Rivet & Sons Ltd,unknown,1914,1,1,2558.3,0,0,0,0.0002,0.0038,0.0,0.0006
Cha Heinery,unknown,1857,1,1,1671.3,0,0,0,0.0002,0.0038,0.0,0.0006
Bayliss Jones & Bayliss,unknown,1914,1,1,180.5,0,0,0,0.0,0.0038,0.0,0.0006
J Woaker Callety,unknown,1847,1,1,2922.5,0,0,0,0.0003,0.0038,0.0,0.0006
Abrahamson Lihme & Co,unknown,1866,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
M Levyson,unknown,1847,1,1,750.3,0,0,0,0.0001,0.0038,0.0,0.0006
Charles Hoare Co,unknown,1914,1,1,814.1,0,0,0,0.0001,0.0038,0.0,0.0006
S. H. Lucas & Son,unknown,1866,1,1,2527.2,0,0,0,0.0002,0.0038,0.0,0.0006
Nara Matu,unknown,1866,1,1,236.7,0,0,0,0.0,0.0038,0.0,0.0006
M Da Costa + I. E. Coleman,unknown,1857,1,1,1514.7,0,0,0,0.0001,0.0038,0.0,0.0006
Wm Lymington & Co,unknown,1914,1,1,2853.8,0,0,0,0.0003,0.0038,0.0,0.0006
W Hinkes Cay & Co,unknown,1866,1,1,3085.2,0,0,0,0.0003,0.0038,0.0,0.0006
Parker Son & Co,unknown,1857,1,1,897.3,0,0,0,0.0001,0.0038,0.0,0.0006
Wm Norton Yates Lombard St,unknown,1914,1,1,2905.1,0,0,0,0.0003,0.0038,0.0,0.0006
Yeames Lander & Co,unknown,1857,1,1,2718.9,0,0,0,0.0003,0.0038,0.0,0.0006
J. G. Buskin,unknown,1866,1,1,45.0,0,0,0,0.0,0.0038,0.0,0.0006
M. Mayer & Co,unknown,1866,1,1,513.0,0,0,0,0.0,0.0038,0.0,0.0006
W M Crauston,unknown,1866,1,1,491.4,0,0,0,0.0,0.0038,0.0,0.0006
M. Z. Just & Co,unknown,1866,1,1,2102.4,0,0,0,0.0002,0.0038,0.0,0.0006
Carvalho & Brother,unknown,1857,1,1,1557.0,0,0,0,0.0002,0.0038,0.0,0.0006
Wr Crow & Son,unknown,1914,1,1,4266.4,0,0,0,0.0004,0.0038,0.0,0.0006
N. H. Pantridge & Co,unknown,1866,1,1,1873.8,0,0,0,0.0002,0.0038,0.0,0.0006
J. B. Elvis,unknown,1866,1,1,2000.0,0,0,0,0.0002,0.0038,0.0,0.0006
"Mackinlay, Reuss & Co",unknown,1866,1,1,800.0,0,0,0,0.0001,0.0038,0.0,0.0006
J. B. Elin,unknown,1866,1,1,2250.0,0,0,0,0.0002,0.0038,0.0,0.0006
J Davidge,unknown,1857,1,1,90.0,0,0,0,0.0,0.0038,0.0,0.0006
J. B Thompson,unknown,1866,1,1,1292.3,0,0,0,0.0001,0.0038,0.0,0.0006
Barff & Co,unknown,1866,1,1,748.8,0,0,0,0.0001,0.0038,0.0,0.0006
S.Bobree & Sons,unknown,1914,1,1,1907.6,0,0,0,0.0002,0.0038,0.0,0.0006
N. H + A Scott,unknown,1857,1,1,1266.3,0,0,0,0.0001,0.0038,0.0,0.0006
Battley & Butler,unknown,1866,1,1,353.7,0,0,0,0.0,0.0038,0.0,0.0006
J. D. Dow,unknown,1866,1,1,450.0,0,0,0,0.0,0.0038,0.0,0.0006
J. B. Minshall,unknown,1866,1,1,383.4,0,0,0,0.0,0.0038,0.0,0.0006
J S Betts & Co,unknown,1847,1,1,1448.4,0,0,0,0.0001,0.0038,0.0,0.0006
W Tindall,unknown,1847,1,1,1184.4,0,0,0,0.0001,0.0038,0.0,0.0006
J Hood Co,unknown,1847,1,1,277.5,0,0,0,0.0,0.0038,0.0,0.0006
W.H. Cox & Co,unknown,1866,1,1,3171.6,0,0,0,0.0003,0.0038,0.0,0.0006
Newton B & Co,unknown,1857,1,1,741.6,0,0,0,0.0001,0.0038,0.0,0.0006
W.R.Crow & Son,unknown,1914,1,1,2146.0,0,0,0,0.0002,0.0038,0.0,0.0006
Banffo & Co,unknown,1866,1,1,720.0,0,0,0,0.0001,0.0038,0.0,0.0006
Ben Smith Duke,unknown,1847,1,1,426.9,0,0,0,0.0,0.0038,0.0,0.0006
William Jackson,unknown,1857,1,1,943.2,0,0,0,0.0001,0.0038,0.0,0.0006
J T Sines & Co,unknown,1847,1,1,3129.3,0,0,0,0.0003,0.0038,0.0,0.0006
J Jackson & Co,unknown,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Walter Howell,unknown,1866,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Sam Swownell & Son,unknown,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Bank Of Australasia,foreign_or_colonial_financial,1914,1,1,1851.5,0,0,0,0.0002,0.0038,0.0,0.0006
Bucknell & Sons,unknown,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Brewell Y & Co,unknown,1847,1,1,1967.2,0,0,0,0.0002,0.0038,0.0,0.0006
S Stuart,unknown,1857,1,1,909.0,0,0,0,0.0001,0.0038,0.0,0.0006
Beverington Norris,unknown,1857,1,1,3548.7,0,0,0,0.0003,0.0038,0.0,0.0006
Miller C & Co,unknown,1847,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
J Samalvier,unknown,1857,1,1,45.0,0,0,0,0.0,0.0038,0.0,0.0006
Nowoorjee Furdoonjee,unknown,1866,1,1,1351.8,0,0,0,0.0001,0.0038,0.0,0.0006
Blyth Greene Jourdain Co Ld,unknown,1914,1,1,1894.3,0,0,0,0.0002,0.0038,0.0,0.0006
William Andew & Sons,unknown,1857,1,1,2646.9,0,0,0,0.0003,0.0038,0.0,0.0006
J Hash & Co,unknown,1857,1,1,1800.0,0,0,0,0.0002,0.0038,0.0,0.0006
Blogg + Martin,unknown,1857,1,1,2082.6,0,0,0,0.0002,0.0038,0.0,0.0006
Neumann Lueback & Co,unknown,1914,1,1,1265.4,0,0,0,0.0001,0.0038,0.0,0.0006
Williams Deacon & Co,clearing_or_joint_stock_bank,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Mary Burton,unknown,1857,1,1,540.0,0,0,0,0.0001,0.0038,0.0,0.0006
Saml Dobree & Sons,unknown,1914,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Matthew Brothers,unknown,1857,1,1,1430.1,0,0,0,0.0001,0.0038,0.0,0.0006
J E Ford,unknown,1857,1,1,757.8,0,0,0,0.0001,0.0038,0.0,0.0006
Natl Bk Of England Ltd,unknown,1914,1,1,647.9,0,0,0,0.0001,0.0038,0.0,0.0006
W Wilson & Co,unknown,1866,1,1,540.0,0,0,0,0.0001,0.0038,0.0,0.0006
Wm Andrew & Sons,unknown,1857,1,1,1790.1,0,0,0,0.0002,0.0038,0.0,0.0006
N. Ganuap,unknown,1866,1,1,900.0,0,0,0,0.0001,0.0038,0.0,0.0006
W. E. Eddison & Co,unknown,1866,1,1,756.0,0,0,0,0.0001,0.0038,0.0,0.0006
C E Fireman,unknown,1857,1,1,548.1,0,0,0,0.0001,0.0038,0.0,0.0006
Wienholt Wehmer & Co,unknown,1857,1,1,3591.0,0,0,0,0.0003,0.0038,0.0,0.0006
W. H & A Scott,unknown,1866,1,1,1755.9,0,0,0,0.0002,0.0038,0.0,0.0006
N C Braddon,unknown,1847,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
S Block & Son,unknown,1847,1,1,3680.0,0,0,0,0.0004,0.0038,0.0,0.0006
Nesleukings Bus,unknown,1866,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
W. H. Partridge & Co,unknown,1866,1,1,1800.0,0,0,0,0.0002,0.0038,0.0,0.0006
C Chressperger,unknown,1847,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
W. J. Crook,unknown,1914,1,1,237.5,0,0,0,0.0,0.0038,0.0,0.0006
Nestle & Anglo Swiss C.Milk Co,unknown,1914,1,1,1496.2,0,0,0,0.0001,0.0038,0.0,0.0006
W. Mepzstein,unknown,1866,1,1,2190.6,0,0,0,0.0002,0.0038,0.0,0.0006
C & S Grimmrade,unknown,1866,1,1,900.0,0,0,0,0.0001,0.0038,0.0,0.0006
W. Pickford,unknown,1866,1,1,184.5,0,0,0,0.0,0.0038,0.0,0.0006
Williams Meyustein,unknown,1866,1,1,1738.8,0,0,0,0.0002,0.0038,0.0,0.0006
S W Silver & Co,unknown,1857,1,1,3716.1,0,0,0,0.0004,0.0038,0.0,0.0006
W. Ewart & Son Ltd,unknown,1914,1,1,3224.3,0,0,0,0.0003,0.0038,0.0,0.0006
Rd Poppleton,unknown,1847,1,1,878.4,0,0,0,0.0001,0.0038,0.0,0.0006
Lurek Barelay,unknown,1857,1,1,512.1,0,0,0,0.0,0.0038,0.0,0.0006
R + Rea & Co,unknown,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Jnr Miefro Co,unknown,1847,1,1,2913.8,0,0,0,0.0003,0.0038,0.0,0.0006
Joseph Samalivies,unknown,1857,1,1,18.0,0,0,0,0.0,0.0038,0.0,0.0006
H. Thurburn,unknown,1866,1,1,765.0,0,0,0,0.0001,0.0038,0.0,0.0006
Jersey Banking Coy,unknown,1866,1,1,2067.3,0,0,0,0.0002,0.0038,0.0,0.0006
Josh Anderson,unknown,1857,1,1,4144.5,0,0,0,0.0004,0.0038,0.0,0.0006
H.Kohnstamm,unknown,1914,1,1,402.8,0,0,0,0.0,0.0038,0.0,0.0006
R Gray,unknown,1847,1,1,1071.6,0,0,0,0.0001,0.0038,0.0,0.0006
Francis Scott,unknown,1857,1,1,270.9,0,0,0,0.0,0.0038,0.0,0.0006
Hall & Gray,unknown,1914,1,1,333.6,0,0,0,0.0,0.0038,0.0,0.0006
R Comber,unknown,1847,1,1,883.6,0,0,0,0.0001,0.0038,0.0,0.0006
James Scott & Son,unknown,1866,1,1,2381.6,0,0,0,0.0002,0.0038,0.0,0.0006
Finance Company Ld,unknown,1914,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Fibacn & Co,unknown,1847,1,1,1642.4,0,0,0,0.0002,0.0038,0.0,0.0006
Faundel & Phillips,unknown,1847,1,1,1674.9,0,0,0,0.0002,0.0038,0.0,0.0006
Kraft Bros,unknown,1914,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
G E Mackreth,unknown,1857,1,1,143.1,0,0,0,0.0,0.0038,0.0,0.0006
Hanson Smiths & Stevens,unknown,1857,1,1,2725.2,0,0,0,0.0003,0.0038,0.0,0.0006
Harvey Stambridge,unknown,1857,1,1,450.0,0,0,0,0.0,0.0038,0.0,0.0006
F. Horne & Co,unknown,1866,1,1,2687.4,0,0,0,0.0003,0.0038,0.0,0.0006
F. Bowes & Co,unknown,1866,1,1,3000.0,0,0,0,0.0003,0.0038,0.0,0.0006
James Dickson,unknown,1866,1,1,109.8,0,0,0,0.0,0.0038,0.0,0.0006
Hawes & Co,unknown,1866,1,1,1780.0,0,0,0,0.0002,0.0038,0.0,0.0006
F Walter & Co,unknown,1914,1,1,950.0,0,0,0,0.0001,0.0038,0.0,0.0006
Hellertwaag Russel,unknown,1914,1,1,2079.5,0,0,0,0.0002,0.0038,0.0,0.0006
Pye Field & Tanqueray,unknown,1857,1,1,2186.1,0,0,0,0.0002,0.0038,0.0,0.0006
James Cook & Co,unknown,1857,1,1,4500.0,0,0,0,0.0004,0.0038,0.0,0.0006
Tho' Stephens & Co,unknown,1857,1,1,1215.0,0,0,0,0.0001,0.0038,0.0,0.0006
James Consens,unknown,1857,1,1,1188.0,0,0,0,0.0001,0.0038,0.0,0.0006
Thomas Ainsworth,unknown,1866,1,1,2334.6,0,0,0,0.0002,0.0038,0.0,0.0006
L&A Brown,unknown,1914,1,1,2019.7,0,0,0,0.0002,0.0038,0.0,0.0006
G Costen,unknown,1866,1,1,3018.6,0,0,0,0.0003,0.0038,0.0,0.0006
Richard Pearee,unknown,1857,1,1,20.5,0,0,0,0.0,0.0038,0.0,0.0006
Henry Caylay Co,unknown,1847,1,1,2350.0,0,0,0,0.0002,0.0038,0.0,0.0006
Amayssi Sons,unknown,1847,1,1,1647.0,0,0,0,0.0002,0.0038,0.0,0.0006
John Macfrige,unknown,1857,1,1,548.1,0,0,0,0.0001,0.0038,0.0,0.0006
John Mair Son & Co,unknown,1857,1,1,1881.0,0,0,0,0.0002,0.0038,0.0,0.0006
John Montefiore & Son,unknown,1857,1,1,1410.3,0,0,0,0.0001,0.0038,0.0,0.0006
H Bucknall & Sons Ltd,unknown,1914,1,1,4165.8,0,0,0,0.0004,0.0038,0.0,0.0006
H B Downing,unknown,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
John Halles,unknown,1866,1,1,1354.5,0,0,0,0.0001,0.0038,0.0,0.0006
Sugstrom Luch Co,unknown,1847,1,1,1894.3,0,0,0,0.0002,0.0038,0.0,0.0006
John H Barbe,unknown,1857,1,1,22.5,0,0,0,0.0,0.0038,0.0,0.0006
Guillaume Coster,unknown,1866,1,1,4620.6,0,0,0,0.0004,0.0038,0.0,0.0006
A. G. D Costa,unknown,1866,1,1,1260.0,0,0,0,0.0001,0.0038,0.0,0.0006
Grosscuth & Lubodlt,unknown,1914,1,1,627.0,0,0,0,0.0001,0.0038,0.0,0.0006
H R Fowler,unknown,1857,1,1,1098.5,0,0,0,0.0001,0.0038,0.0,0.0006
H Richard & Sons,unknown,1857,1,1,233.6,0,0,0,0.0,0.0038,0.0,0.0006
Alex Collie & Co,unknown,1866,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
Angus Mackenzie,unknown,1857,1,1,180.0,0,0,0,0.0,0.0038,0.0,0.0006
Joseph Bridgett & Co,unknown,1866,1,1,3143.7,0,0,0,0.0003,0.0038,0.0,0.0006
George Johnson & Co,unknown,1857,1,1,509.4,0,0,0,0.0,0.0038,0.0,0.0006
Jonas Simonsen & Co,unknown,1866,1,1,1458.0,0,0,0,0.0001,0.0038,0.0,0.0006
R T + R Swift,unknown,1857,1,1,0.0,0,0,0,0.0,0.0038,0.0,0.0006
T Le Princeton,unknown,1857,1,1,2048.4,0,0,0,0.0002,0.0038,0.0,0.0006
Joseph Balfour,unknown,1866,1,1,2900.0,0,0,0,0.0003,0.0038,0.0,0.0006
Gale & Frieud,unknown,1866,1,1,189.9,0,0,0,0.0,0.0038,0.0,0.0006
G.G. Sandeman Sons Co,unknown,1914,1,1,1666.3,0,0,0,0.0002,0.0038,0.0,0.0006
T W Houces,unknown,1847,1,1,993.2,0,0,0,0.0001,0.0038,0.0,0.0006
Springfield Sons & Co,unknown,1857,1,1,4125.6,0,0,0,0.0004,0.0038,0.0,0.0006
T Walker,unknown,1857,1,1,307.8,0,0,0,0.0,0.0038,0.0,0.0006
G. J Thompson,unknown,1866,1,1,161.1,0,0,0,0.0,0.0038,0.0,0.0006
