series,date,nearest_crisis,days_to_crisis_peak
reserve_ratio_weekly,1884-09-10,1890,2257
reserve_ratio_weekly,1884-10-15,1890,2222
reserve_ratio_weekly,1884-11-19,1890,2187
reserve_ratio_weekly,1884-12-24,1890,2152
reserve_ratio_weekly,1885-01-28,1890,2117
reserve_ratio_weekly,1885-04-08,1890,2047
reserve_ratio_weekly,1885-05-13,1890,2012
reserve_ratio_weekly,1885-06-17,1890,1977
reserve_ratio_weekly,1885-07-22,1890,1942
reserve_ratio_weekly,1885-08-26,1890,1907
reserve_ratio_weekly,1885-09-30,1890,1872
reserve_ratio_weekly,1885-11-04,1890,1837
reserve_ratio_weekly,1885-12-09,1890,1802
reserve_ratio_weekly,1886-01-13,1890,1767
reserve_ratio_weekly,1886-03-24,1890,1697
reserve_ratio_weekly,1886-04-28,1890,1662
reserve_ratio_weekly,1886-06-02,1890,1627
reserve_ratio_weekly,1886-07-07,1890,1592
reserve_ratio_weekly,1886-08-11,1890,1557
reserve_ratio_weekly,1886-09-15,1890,1522
reserve_ratio_weekly,1886-10-20,1890,1487
reserve_ratio_weekly,1886-11-24,1890,1452
reserve_ratio_weekly,1886-12-29,1890,1417
reserve_ratio_weekly,1887-02-02,1890,1382
reserve_ratio_weekly,1887-03-09,1890,1347
reserve_ratio_weekly,1887-05-18,1890,1277
reserve_ratio_weekly,1887-06-22,1890,1242
reserve_ratio_weekly,1887-08-31,1890,1172
reserve_ratio_weekly,1887-10-05,1890,1137
reserve_ratio_weekly,1887-11-09,1890,1102
reserve_ratio_weekly,1887-12-14,1890,1067
reserve_ratio_weekly,1888-01-18,1890,1032
reserve_ratio_weekly,1888-02-22,1890,997
reserve_ratio_weekly,1888-03-28,1890,962
reserve_ratio_weekly,1888-06-06,1890,892
reserve_ratio_weekly,1888-07-11,1890,857
reserve_ratio_weekly,1888-08-15,1890,822
reserve_ratio_weekly,1888-09-19,1890,787
reserve_ratio_weekly,1888-10-24,1890,752
reserve_ratio_weekly,1888-11-28,1890,717
reserve_ratio_weekly,1889-01-02,1890,682
reserve_ratio_weekly,1889-02-06,1890,647
reserve_ratio_weekly,1889-03-13,1890,612
reserve_ratio_weekly,1889-05-22,1890,542
reserve_ratio_weekly,1889-06-26,1890,507
reserve_ratio_weekly,1889-07-31,1890,472
reserve_ratio_weekly,1889-09-04,1890,437
reserve_ratio_weekly,1889-10-09,1890,402
reserve_ratio_weekly,1889-12-18,1890,332
reserve_ratio_weekly,1890-01-22,1890,297
reserve_ratio_weekly,1890-02-26,1890,262
reserve_ratio_weekly,1890-04-02,1890,227
reserve_ratio_weekly,1890-05-07,1890,192
reserve_ratio_weekly,1890-06-11,1890,157
reserve_ratio_weekly,1890-07-16,1890,122
reserve_ratio_weekly,1890-08-20,1890,87
reserve_ratio_weekly,1890-09-24,1890,52
reserve_ratio_weekly,1890-10-29,1890,17
reserve_ratio_weekly,1890-12-03,1890,18
reserve_ratio_weekly,1891-01-07,1890,53
reserve_ratio_weekly,1891-02-11,1890,88
reserve_ratio_weekly,1891-03-18,1890,123
reserve_ratio_weekly,1891-04-22,1890,158
reserve_ratio_weekly,1891-05-27,1890,193
reserve_ratio_weekly,1891-07-01,1890,228
reserve_ratio_weekly,1891-08-05,1890,263
reserve_ratio_weekly,1891-09-09,1890,298
reserve_ratio_weekly,1891-10-14,1890,333
reserve_ratio_weekly,1891-11-18,1890,368
reserve_ratio_weekly,1891-12-23,1890,403
reserve_ratio_weekly,1892-01-27,1890,438
reserve_ratio_weekly,1892-03-02,1890,473
reserve_ratio_weekly,1892-04-06,1890,508
reserve_ratio_weekly,1892-05-11,1890,543
reserve_ratio_weekly,1892-07-20,1890,613
reserve_ratio_weekly,1892-08-24,1890,648
reserve_ratio_weekly,1892-09-28,1890,683
reserve_ratio_weekly,1892-11-02,1890,718
reserve_ratio_weekly,1892-12-07,1890,753
reserve_ratio_weekly,1893-01-11,1890,788
reserve_ratio_weekly,1893-02-15,1890,823
reserve_ratio_weekly,1893-03-22,1890,858
reserve_ratio_weekly,1893-04-26,1890,893
reserve_ratio_weekly,1893-05-31,1890,928
reserve_ratio_weekly,1893-07-05,1890,963
reserve_ratio_weekly,1893-08-09,1890,998
reserve_ratio_weekly,1893-10-18,1890,1068
reserve_ratio_weekly,1893-11-22,1890,1103
reserve_ratio_weekly,1893-12-27,1890,1138
reserve_ratio_weekly,1894-01-31,1890,1173
reserve_ratio_weekly,1894-03-07,1890,1208
reserve_ratio_weekly,1894-04-11,1890,1243
reserve_ratio_weekly,1894-05-16,1890,1278
reserve_ratio_weekly,1894-06-20,1890,1313
reserve_ratio_weekly,1894-07-25,1890,1348
reserve_ratio_weekly,1894-08-29,1890,1383
reserve_ratio_weekly,1894-10-03,1890,1418
reserve_ratio_weekly,1894-11-07,1890,1453
reserve_ratio_weekly,1894-12-12,1890,1488
reserve_ratio_weekly,1895-01-16,1890,1523
reserve_ratio_weekly,1895-02-20,1890,1558
reserve_ratio_weekly,1895-03-27,1890,1593
reserve_ratio_weekly,1895-05-01,1890,1628
reserve_ratio_weekly,1895-06-05,1890,1663
reserve_ratio_weekly,1895-07-10,1890,1698
reserve_ratio_weekly,1895-08-14,1890,1733
reserve_ratio_weekly,1895-09-18,1890,1768
reserve_ratio_weekly,1895-11-27,1890,1838
reserve_ratio_weekly,1896-01-01,1890,1873
reserve_ratio_weekly,1896-02-05,1890,1908
reserve_ratio_weekly,1896-03-11,1890,1943
reserve_ratio_weekly,1896-04-15,1890,1978
reserve_ratio_weekly,1896-06-24,1890,2048
reserve_ratio_weekly,1896-09-02,1890,2118
reserve_ratio_weekly,1896-10-07,1890,2153
reserve_ratio_weekly,1896-11-11,1890,2188
reserve_ratio_weekly,1896-12-16,1890,2223
reserve_ratio_weekly,1897-01-20,1890,2258
reserve_ratio_weekly,1897-02-24,1890,2293
reserve_ratio_weekly,1897-03-31,1890,2328
reserve_ratio_weekly,1897-06-09,1890,2398
reserve_ratio_weekly,1897-07-14,1890,2433
reserve_ratio_weekly,1897-08-18,1890,2468
reserve_ratio_weekly,1897-09-22,1890,2503
reserve_ratio_weekly,1897-10-27,1890,2538
reserve_ratio_weekly,1897-12-01,1890,2573
reserve_ratio_weekly,1898-01-05,1890,2608
reserve_ratio_weekly,1898-03-16,1890,2678
reserve_ratio_weekly,1898-04-20,1890,2713
reserve_ratio_weekly,1898-05-25,1890,2748
reserve_ratio_weekly,1898-06-29,1890,2783
reserve_ratio_weekly,1898-08-03,1890,2818
reserve_ratio_weekly,1898-10-12,1890,2888
reserve_ratio_weekly,1898-12-21,1890,2958
reserve_ratio_weekly,1899-01-25,1890,2993
reserve_ratio_weekly,1899-03-01,1890,3028
reserve_ratio_weekly,1899-04-05,1890,3063
reserve_ratio_weekly,1899-06-14,1890,3133
reserve_ratio_weekly,1899-07-19,1890,3168
reserve_ratio_weekly,1899-08-23,1890,3203
reserve_ratio_weekly,1899-09-27,1890,3238
reserve_ratio_weekly,1899-12-06,1890,3308
reserve_ratio_weekly,1900-01-10,1890,3343
reserve_ratio_weekly,1900-02-14,1890,3378
reserve_ratio_weekly,1900-07-04,1890,3518
reserve_ratio_weekly,1900-08-08,1890,3553
reserve_ratio_weekly,1900-09-12,1890,3588
reserve_ratio_weekly,1900-10-17,1890,3623
reserve_ratio_weekly,1900-11-21,1890,3658
reserve_ratio_weekly,1900-12-24,1890,3691
reserve_ratio_weekly,1901-01-30,1890,3728
reserve_ratio_weekly,1901-05-15,1890,3833
reserve_ratio_weekly,1901-06-19,1890,3868
reserve_ratio_weekly,1901-07-24,1890,3903
reserve_ratio_weekly,1901-08-28,1890,3938
reserve_ratio_weekly,1901-10-02,1890,3973
reserve_ratio_weekly,1901-12-11,1890,4043
reserve_ratio_weekly,1902-01-15,1890,4078
reserve_ratio_weekly,1902-02-19,1890,4113
reserve_ratio_weekly,1902-03-26,1890,4148
reserve_ratio_weekly,1902-04-30,1890,4183
reserve_ratio_weekly,1902-06-04,1890,4218
reserve_ratio_weekly,1902-07-09,1890,4253
reserve_ratio_weekly,1902-08-13,1890,4288
reserve_ratio_weekly,1902-09-17,1890,4323
reserve_ratio_weekly,1902-10-22,1914,4306
reserve_ratio_weekly,1902-11-26,1914,4271
reserve_ratio_weekly,1902-12-31,1914,4236
reserve_ratio_weekly,1903-02-04,1914,4201
reserve_ratio_weekly,1903-04-15,1914,4131
reserve_ratio_weekly,1903-05-20,1914,4096
reserve_ratio_weekly,1903-06-24,1914,4061
reserve_ratio_weekly,1903-07-29,1914,4026
reserve_ratio_weekly,1903-09-02,1914,3991
reserve_ratio_weekly,1903-10-07,1914,3956
reserve_ratio_weekly,1903-12-16,1914,3886
reserve_ratio_weekly,1904-01-20,1914,3851
reserve_ratio_weekly,1904-02-24,1914,3816
reserve_ratio_weekly,1904-03-30,1914,3781
reserve_ratio_weekly,1904-05-04,1914,3746
reserve_ratio_weekly,1904-06-08,1914,3711
reserve_ratio_weekly,1904-07-13,1914,3676
reserve_ratio_weekly,1904-08-17,1914,3641
reserve_ratio_weekly,1904-09-21,1914,3606
reserve_ratio_weekly,1904-10-26,1914,3571
reserve_ratio_weekly,1904-11-30,1914,3536
reserve_ratio_weekly,1905-01-04,1914,3501
reserve_ratio_weekly,1905-02-08,1914,3466
reserve_ratio_weekly,1905-03-15,1914,3431
reserve_ratio_weekly,1905-04-19,1914,3396
reserve_ratio_weekly,1905-06-28,1914,3326
reserve_ratio_weekly,1905-08-02,1914,3291
reserve_ratio_weekly,1905-09-06,1914,3256
reserve_ratio_weekly,1905-10-11,1914,3221
reserve_ratio_weekly,1905-12-20,1914,3151
reserve_ratio_weekly,1906-01-24,1914,3116
reserve_ratio_weekly,1906-02-28,1914,3081
reserve_ratio_weekly,1906-04-04,1914,3046
reserve_ratio_weekly,1906-05-09,1914,3011
reserve_ratio_weekly,1906-06-13,1914,2976
reserve_ratio_weekly,1906-07-18,1914,2941
reserve_ratio_weekly,1906-08-22,1914,2906
reserve_ratio_weekly,1906-09-26,1914,2871
reserve_ratio_weekly,1906-10-31,1914,2836
reserve_ratio_weekly,1906-12-05,1914,2801
reserve_ratio_weekly,1907-01-09,1914,2766
reserve_ratio_weekly,1907-02-13,1914,2731
reserve_ratio_weekly,1907-03-20,1914,2696
reserve_ratio_weekly,1907-04-24,1914,2661
reserve_ratio_weekly,1907-05-29,1914,2626
reserve_ratio_weekly,1907-07-03,1914,2591
reserve_ratio_weekly,1907-08-07,1914,2556
reserve_ratio_weekly,1907-10-16,1914,2486
reserve_ratio_weekly,1907-11-20,1914,2451
reserve_ratio_weekly,1907-12-24,1914,2417
reserve_ratio_weekly,1908-01-29,1914,2381
reserve_ratio_weekly,1908-03-04,1914,2346
reserve_ratio_weekly,1908-04-08,1914,2311
reserve_ratio_weekly,1908-06-17,1914,2241
reserve_ratio_weekly,1908-07-22,1914,2206
reserve_ratio_weekly,1908-08-26,1914,2171
reserve_ratio_weekly,1908-09-30,1914,2136
reserve_ratio_weekly,1908-11-04,1914,2101
reserve_ratio_weekly,1908-12-09,1914,2066
reserve_ratio_weekly,1909-01-13,1914,2031
reserve_ratio_weekly,1909-06-02,1914,1891
reserve_ratio_weekly,1909-07-07,1914,1856
reserve_ratio_weekly,1909-08-11,1914,1821
reserve_ratio_weekly,1909-09-15,1914,1786
reserve_ratio_weekly,1909-10-20,1914,1751
reserve_ratio_weekly,1909-11-24,1914,1716
reserve_ratio_weekly,1909-12-29,1914,1681
reserve_ratio_weekly,1910-02-02,1914,1646
reserve_ratio_weekly,1910-03-09,1914,1611
reserve_ratio_weekly,1910-04-13,1914,1576
reserve_ratio_weekly,1910-05-18,1914,1541
reserve_ratio_weekly,1910-06-22,1914,1506
reserve_ratio_weekly,1910-07-27,1914,1471
reserve_ratio_weekly,1910-10-05,1914,1401
reserve_ratio_weekly,1910-11-09,1914,1366
reserve_ratio_weekly,1910-12-14,1914,1331
reserve_ratio_weekly,1911-01-18,1914,1296
reserve_ratio_weekly,1911-02-22,1914,1261
reserve_ratio_weekly,1911-03-29,1914,1226
reserve_ratio_weekly,1911-05-03,1914,1191
reserve_ratio_weekly,1911-06-07,1914,1156
reserve_ratio_weekly,1911-07-12,1914,1121
reserve_ratio_weekly,1911-08-16,1914,1086
reserve_ratio_weekly,1911-09-20,1914,1051
reserve_ratio_weekly,1911-10-25,1914,1016
reserve_ratio_weekly,1911-11-29,1914,981
reserve_ratio_weekly,1912-01-03,1914,946
reserve_ratio_weekly,1912-02-07,1914,911
reserve_ratio_weekly,1912-03-13,1914,876
reserve_ratio_weekly,1912-04-17,1914,841
reserve_ratio_weekly,1912-05-22,1914,806
reserve_ratio_weekly,1912-06-26,1914,771
reserve_ratio_weekly,1912-07-31,1914,736
reserve_ratio_weekly,1912-10-09,1914,666
reserve_ratio_weekly,1912-11-13,1914,631
reserve_ratio_weekly,1912-12-18,1914,596
reserve_ratio_weekly,1913-01-22,1914,561
reserve_ratio_weekly,1913-02-26,1914,526
reserve_ratio_weekly,1913-04-02,1914,491
reserve_ratio_weekly,1913-05-07,1914,456
reserve_ratio_weekly,1913-06-11,1914,421
reserve_ratio_weekly,1913-07-16,1914,386
reserve_ratio_weekly,1913-08-20,1914,351
reserve_ratio_weekly,1913-09-24,1914,316
reserve_ratio_weekly,1913-12-03,1914,246
reserve_ratio_weekly,1914-01-07,1914,211
reserve_ratio_weekly,1914-02-11,1914,176
reserve_ratio_weekly,1914-03-18,1914,141
reserve_ratio_weekly,1914-04-22,1914,106
reserve_ratio_weekly,1914-05-27,1914,71
reserve_ratio_weekly,1914-07-01,1914,36
reserve_ratio_weekly,1914-08-01,1914,5
reserve_ratio_weekly,1914-09-09,1914,34
reserve_ratio_weekly,1914-10-14,1914,69
reserve_ratio_weekly,1914-11-18,1914,104
reserve_ratio_weekly,1915-01-27,1914,174
reserve_ratio_weekly,1915-03-03,1914,209
reserve_ratio_weekly,1915-04-07,1914,244
reserve_ratio_weekly,1915-05-12,1914,279
reserve_ratio_weekly,1915-06-16,1914,314
reserve_ratio_weekly,1915-07-21,1914,349
reserve_ratio_weekly,1915-08-25,1914,384
reserve_ratio_weekly,1915-09-29,1914,419
reserve_ratio_weekly,1915-11-03,1914,454
reserve_ratio_weekly,1915-12-08,1914,489
reserve_ratio_weekly,1916-01-12,1914,524
reserve_ratio_weekly,1916-02-16,1914,559
reserve_ratio_weekly,1916-04-26,1914,629
reserve_ratio_weekly,1916-05-31,1914,664
reserve_ratio_weekly,1916-07-05,1914,699
reserve_ratio_weekly,1916-08-09,1914,734
reserve_ratio_weekly,1916-09-13,1914,769
reserve_ratio_weekly,1916-11-22,1914,839
reserve_ratio_weekly,1916-12-27,1914,874
reserve_weekly,1866-11-14,1866,187
reserve_weekly,1879-02-19,1890,4287
reserve_weekly,1881-07-13,1890,3412
reserve_weekly,1890-12-03,1890,18
reserve_weekly,1894-01-31,1890,1173
reserve_weekly,1895-08-14,1890,1733
reserve_weekly,1896-10-07,1890,2153
reserve_weekly,1907-12-24,1914,2417
reserve_weekly,1914-09-09,1914,34
reserve_weekly,1916-12-27,1914,874
